,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
137,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44,2022-07-29 13:08:47,26.0,,32.0,8.0,10.0,1.0,7.0,81.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,2948.0,2948.0,11,True,2.0,,markdown_checklist.extension,,,,,,,,,,
138,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16,2024-01-04 14:08:12,43.0,,2.0,6.0,1.0,,6.0,40.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",2.0,2.0,3.0,https://pypi.org/project/mkdocs-multirepo,909.0,909.0,11,True,3.0,,,,,,,,,,,,
139,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,25.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",3.0,3.0,,https://pypi.org/project/Termage,278.0,278.0,11,True,3.0,,,,,,,,,,,,
140,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,7.0,3.0,3.0,2.0,1.0,22.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,139.0,139.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1454.0,1454.0,11,True,3.0,,,,,,,,,,,,
141,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2025-01-07 08:55:35,2025-01-07 08:55:21,10.0,2.0,1.0,2.0,,1.0,1.0,17.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,32.0,32.0,,https://pypi.org/project/mkdocs-site-urls,8140.0,8140.0,11,True,3.0,,,,,,,,,,,,
142,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2025-02-10 21:35:27,2025-02-10 20:56:54,180.0,18.0,1.0,2.0,2.0,1.0,22.0,13.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,6569.0,6569.0,11,True,3.0,3.0,,,,,,,,,,,
143,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,3.0,3.0,10.0,,,,Ivory theme for MkDocs.,93.0,93.0,2.0,https://pypi.org/project/mkdocs-ivory,4259.0,4259.0,11,True,3.0,,,,,,,,,,,,
144,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35,2024-01-31 08:38:05,158.0,,,10.0,3.0,,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-kpn,2512.0,2512.0,11,True,3.0,,,,,,,,,,,,
145,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2025-02-13 00:19:30,2024-11-13 01:06:54,209.0,,,1.0,4.0,,1.0,7.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",8.0,8.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,778.0,780.0,11,True,3.0,,,24.0,,,,,,,,,
146,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51,2024-06-10 11:29:51,108.0,,5.0,2.0,30.0,13.0,24.0,7.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,874.0,879.0,11,True,3.0,,,264.0,,,,,,,,,
147,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-06-09 16:30:06,2024-06-09 16:25:33,34.0,,2.0,1.0,3.0,1.0,2.0,4.0,2024-06-09 16:30:34,1.4.0,4.0,Exclude orphaned (unused) static files from your mkdocs build.,20.0,20.0,3.0,https://pypi.org/project/mkdocs-exclude-unused-files,1144.0,1144.0,11,True,3.0,,,4.0,,,,,,,,,
148,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33,2018-12-02 17:22:16,52.0,,1.0,2.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,757.0,757.0,11,True,2.0,,subscript,,,,,,,,,,
149,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10,2022-07-26 05:42:09,70.0,,3.0,4.0,3.0,4.0,5.0,56.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,55410.0,55410.0,10,True,3.0,,mdx_include,,,,,,,,,,
150,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13,2023-08-31 15:32:44,51.0,,,4.0,11.0,,,36.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,5.0,5.0,2.0,https://pypi.org/project/mkrefs,127.0,127.0,10,True,3.0,,,,,,,,,,,,
151,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53,2022-03-01 08:52:15,12.0,,3.0,1.0,3.0,2.0,2.0,28.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,140234.0,140234.0,10,True,3.0,,,15.0,,,,,,,,,
152,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48,2023-09-04 16:57:44,438.0,,,7.0,,1.0,1.0,24.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,8.0,8.0,3.0,https://pypi.org/project/docutools,870.0,870.0,10,True,3.0,,,,,,,,,,,,
153,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2024-10-20 09:02:04,2024-10-20 09:01:47,222.0,,3.0,1.0,1.0,,7.0,16.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,9604.0,9604.0,10,True,3.0,,,,,,,,,,,,
154,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23,2024-04-22 03:42:18,20.0,,,2.0,,,2.0,16.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,18.0,18.0,,https://pypi.org/project/mkdocs-categories-plugin,1218.0,1218.0,10,True,3.0,,,,,,,,,,,,
155,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42,2021-08-24 18:08:03,70.0,,5.0,1.0,5.0,9.0,,11.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,8940.0,8940.0,10,True,2.0,,,,,,,,,,,,
156,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2025-01-21 06:37:33,2025-01-21 06:35:08,115.0,7.0,1.0,3.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,5.0,5.0,5.0,https://pypi.org/project/mkdocs-nbconvert,1823.0,1823.0,10,True,3.0,,,,,,,,,,,,
157,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,https://github.com/Kl0ven/mkdocs-material-adr,https://github.com/Kl0ven/mkdocs-material-adr,Apache-2.0,2023-08-02 12:48:05,2025-01-14 08:56:03,2025-01-14 08:55:35,14.0,2.0,2.0,1.0,4.0,2.0,,7.0,2025-01-14 08:39:50,1.1.2,8.0,ADR for MkDocss Material Theme.,8.0,8.0,2.0,https://pypi.org/project/mkdocs-material-adr,1161.0,1161.0,10,True,3.0,,,,,,,,,,,,
158,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://github.com/AIboy996/mkdocs-ai-summary,https://aiboy996.github.io/mkdocs-ai-summary/,MIT,2024-05-22 14:11:24,2024-12-27 17:48:11,2024-12-27 17:48:02,28.0,15.0,1.0,1.0,4.0,,,7.0,,,,A mkdocs plugin to generage summary with the help of AI.,3.0,3.0,,https://pypi.org/project/mkdocs-ai-summary,367.0,367.0,10,True,3.0,,,,,,,,,,,,
159,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2024-12-24 00:26:59,2024-11-23 00:57:44,73.0,1.0,,2.0,39.0,1.0,5.0,6.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,8.0,8.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,327.0,327.0,10,True,3.0,,,,,,,,['mkdocs_theme'],,,,
160,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,89017.0,89017.0,10,True,2.0,,mdx_breakless_lists,,,,,,,,,,
161,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,https://github.com/tlambert03/mkdocs-api-autonav,https://github.com/tlambert03/mkdocs-api-autonav,BSD-3-Clause,2025-01-30 14:12:54,2025-02-07 14:08:55,2025-02-07 14:08:37,19.0,19.0,,1.0,3.0,,4.0,5.0,2025-02-07 14:09:58,0.1.2,3.0,,1.0,1.0,,https://pypi.org/project/mkdocs-api-autonav,1115.0,1127.0,10,True,3.0,4.0,,12.0,,,,,,,,,
162,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-09-04 00:30:43,2024-07-22 10:45:28,222.0,,,3.0,38.0,,,4.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,9.0,9.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,1081.0,1081.0,10,True,3.0,,,,,,,,,,,,
163,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-12-27 21:34:01,2024-12-27 21:33:36,111.0,1.0,2.0,1.0,3.0,1.0,12.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,20391.0,20391.0,10,True,3.0,,,,,,,,,,,,
164,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,43.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,543.0,543.0,9,True,3.0,,,,,,,,,,,,
165,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2025-01-26 10:25:30,2025-01-26 10:25:22,62.0,7.0,1.0,2.0,,1.0,5.0,13.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,4659.0,4659.0,9,True,3.0,,,,,,,,,,,,
166,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,6.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",22.0,22.0,8.0,https://pypi.org/project/mkdocs-custommill,869.0,869.0,9,True,3.0,,,,,,,,,,,,
167,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,https://github.com/TEParsons/mkdocs-landing,https://github.com/TEParsons/mkdocs-landing,CC0-1.0,2024-09-28 19:16:46,2024-12-30 17:23:00,2024-12-30 17:22:35,139.0,17.0,1.0,1.0,1.0,,1.0,12.0,2024-12-22 15:01:13,0.0.8,8.0,"An mkdocs theme geared towards making a personal landing page, with simpler navigation and heavily customisable style..",2.0,2.0,4.0,https://pypi.org/project/mkdocs-landing,413.0,413.0,9,True,3.0,,,3.0,,,,,,,,,
168,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,91.0,91.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1479.0,1479.0,9,True,3.0,,,,,,,,,,,,
169,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,2.0,3.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,23.0,23.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,1003.0,1003.0,9,True,3.0,,,,,,,,,,,,
170,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12,2023-05-24 18:47:09,20.0,,5.0,2.0,2.0,1.0,7.0,10.0,,,,Python-Markdown plugin for image captions.,176.0,176.0,2.0,https://pypi.org/project/markdown-captions,2652.0,2652.0,9,True,3.0,,markdown_captions,,,,,,,,,,
171,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,3.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,258.0,258.0,9,True,3.0,,,,,,,,,,,,
172,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36,2024-02-25 21:22:03,10.0,,1.0,1.0,7.0,2.0,2.0,9.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,23.0,23.0,2.0,https://pypi.org/project/mkdocs-link-marker,4113.0,4113.0,9,True,3.0,,,,,,,,,,,,
173,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,4.0,1.0,,,6.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,97.0,97.0,9,True,3.0,,,,,,,,,,,,
174,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,6.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,1036.0,1036.0,9,True,3.0,,,,,,,,,,,,
175,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,5.0,,,,MkDocs plugin for converting absolute links to relative ones.,29.0,29.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,3674.0,3674.0,9,True,3.0,,,,,,,,,,,,
176,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19,2023-11-04 00:11:05,6.0,,,1.0,,1.0,,4.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,12.0,12.0,,https://pypi.org/project/mkdocs-resize-images,991.0,991.0,9,True,3.0,,,,,,,,,,,,
177,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24,2023-06-07 17:08:20,19.0,,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,3.0,3.0,,https://pypi.org/project/mkjsfiddle,201.0,201.0,9,True,3.0,,,,,,,,,,,,
178,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",6.0,6.0,3.0,https://pypi.org/project/mkdocs-add-teaser,560.0,560.0,9,True,3.0,,,,,,,,,,,,
179,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,35.0,35.0,,https://pypi.org/project/mkdocs-nav-enhancements,5023.0,5023.0,9,True,3.0,,,,,,,,,,,,
180,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-12-07 18:22:33,2024-12-07 11:39:18,50.0,1.0,,3.0,,,,2.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,16.0,16.0,,https://pypi.org/project/mkdocs-code-validator,448.0,448.0,9,True,3.0,,,,,,,,,,,,
181,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,5.0,1.0,6.0,,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,250.0,250.0,9,True,3.0,,,,,,,,,,,,
182,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,10.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,837.0,837.0,8,True,3.0,,,,,,,,,,,,
183,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,595.0,595.0,8,True,3.0,,,,,,,,,,,,
184,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,13.0,,,9.0,10.0,28.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,12250.0,12250.0,8,True,3.0,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,
185,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,4.0,3.0,5.0,,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,3414.0,3414.0,8,True,3.0,,mdx_wikilink_plus,,,,,,,,,,
