,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,new_addition,bitbucket_id
137,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33,2018-12-02 17:22:16,52.0,,1.0,2.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,57.0,57.0,2.0,https://pypi.org/project/MarkdownSubscript,212.0,212.0,11,True,2.0,subscript,,,,,,,,,,,
138,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-06-09 16:30:06,2024-06-09 16:25:33,34.0,,1.0,1.0,3.0,,2.0,3.0,2024-06-09 16:30:34,1.4.0,4.0,Exclude orphaned (unused) static files from your mkdocs build.,16.0,16.0,3.0,https://pypi.org/project/mkdocs-exclude-unused-files,360.0,360.0,11,True,3.0,,,4.0,,,,,,,,,
139,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12,2018-12-02 17:21:33,82.0,,3.0,2.0,56.0,1.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,44.0,44.0,2.0,https://pypi.org/project/MarkdownSuperscript,1056.0,1056.0,11,True,2.0,superscript,,,,,,,,,,,
140,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2024-05-14 15:27:52,2024-05-14 15:21:22,50.0,,,1.0,,4.0,5.0,2.0,2024-05-14 15:27:32,0.0.14,9.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",10.0,10.0,,https://pypi.org/project/mkdocs-pagetree-plugin,328.0,328.0,11,True,2.0,,,,,,,,,,,,
141,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10,2022-07-26 05:42:09,70.0,,3.0,4.0,3.0,4.0,5.0,53.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,33857.0,33857.0,10,True,3.0,mdx_include,,,,,,,,,,,
142,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48,2023-09-04 16:57:44,438.0,,,7.0,,1.0,1.0,24.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,7.0,7.0,3.0,https://pypi.org/project/docutools,542.0,542.0,10,True,3.0,,,,,,,,,,,,
143,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,23.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",2.0,2.0,,https://pypi.org/project/Termage,151.0,151.0,10,True,3.0,,,,,,,,,,,,
144,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2023-07-31 09:20:53,2023-07-31 09:20:53,8.0,,1.0,2.0,,1.0,1.0,15.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,16.0,16.0,,https://pypi.org/project/mkdocs-site-urls,6761.0,6761.0,10,True,3.0,,,,,,,,,,,,
145,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2024-07-07 15:20:32,2024-07-07 15:20:11,54.0,2.0,2.0,1.0,14.0,8.0,3.0,14.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,4.0,4.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,159.0,159.0,10,True,3.0,,,25.0,,,,,,,,,
146,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,18.0,18.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,670.0,670.0,10,True,3.0,,,,,,,,,,,,
147,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12,2023-05-24 18:47:09,20.0,,5.0,4.0,2.0,2.0,6.0,9.0,,,,Python-Markdown plugin for image captions.,156.0,156.0,2.0,https://pypi.org/project/markdown-captions,2191.0,2191.0,10,True,3.0,markdown_captions,,,,,,,,,,,
148,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,3.0,3.0,3.0,,5.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,39.0,39.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,4010.0,4010.0,10,True,3.0,,,,,,,,,,,,
149,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,4.0,1.0,,,5.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,230.0,230.0,10,True,3.0,,,,,,,,,,,,
150,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,12430.0,12430.0,10,True,2.0,mdx_asciimathml,,,,,,,,,,,
151,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,42.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,932.0,932.0,9,True,3.0,,,,,,,,,,,,
152,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53,2022-03-01 08:52:15,12.0,,2.0,1.0,2.0,2.0,2.0,27.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,122879.0,122879.0,9,True,3.0,,,11.0,,,,,,,,,
153,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2024-07-13 10:37:39,2024-07-13 10:37:32,221.0,1.0,3.0,1.0,1.0,,7.0,13.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,3747.0,3747.0,9,True,3.0,,,,,,,,,,,,
154,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,6.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",19.0,19.0,8.0,https://pypi.org/project/mkdocs-custommill,387.0,387.0,9,True,3.0,,,,,,,,,,,,
155,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,83.0,83.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1704.0,1704.0,9,True,3.0,,,,,,,,,,,,
156,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23,2024-04-22 03:42:18,20.0,,,2.0,,,2.0,12.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,16.0,16.0,,https://pypi.org/project/mkdocs-categories-plugin,598.0,598.0,9,True,3.0,,,,,,,,,,,,
157,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42,2021-08-24 18:08:03,70.0,,4.0,1.0,5.0,9.0,,9.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,5127.0,5127.0,9,True,3.0,,,,,,,,,,,,
158,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,8.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,25.0,25.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,175.0,175.0,9,True,3.0,,,,,,,,,,,,
159,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36,2024-02-25 21:22:03,10.0,,1.0,1.0,7.0,2.0,2.0,7.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,16.0,16.0,2.0,https://pypi.org/project/mkdocs-link-marker,3711.0,3711.0,9,True,3.0,,,,,,,,,,,,
160,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,19574.0,19574.0,9,True,3.0,mdx_breakless_lists,,,,,,,,,,,
161,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-add-teaser,567.0,567.0,9,True,3.0,,,,,,,,,,,,
162,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,4.0,,,,MkDocs plugin for converting absolute links to relative ones.,25.0,25.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,2883.0,2883.0,9,True,3.0,,,,,,,,,,,,
163,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,34.0,34.0,,https://pypi.org/project/mkdocs-nav-enhancements,6717.0,6717.0,9,True,3.0,,,,,,,,,,,,
164,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-04-27 10:13:19,2024-04-27 10:13:11,48.0,,,3.0,,,,2.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,15.0,15.0,,https://pypi.org/project/mkdocs-code-validator,270.0,270.0,9,True,3.0,,,,,,,,,,,,
165,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2024-05-09 20:02:47,2024-05-09 19:59:09,16.0,,1.0,1.0,10.0,1.0,2.0,1.0,2024-05-09 20:02:47,1.0.0,7.0,MkDocs plugin for managing meta tags across folders and files.,8.0,8.0,3.0,https://pypi.org/project/mkdocs-meta-manager,3146.0,3146.0,9,True,3.0,,,,,,,,,,,,
166,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-25 12:49:20,2024-08-25 12:48:41,31.0,13.0,1.0,1.0,18.0,,,1.0,2024-08-25 12:49:20,0.5.0,3.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,1642.0,1642.0,9,True,3.0,,,,,,,,,,,,
167,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08,2024-07-24 18:00:40,72.0,51.0,,1.0,,,,,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",,,3.0,https://pypi.org/project/mkdocs-issues-plugin,253.0,253.0,9,True,3.0,,,,,,,,,,,,
168,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,10.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,700.0,700.0,8,True,3.0,,,,,,,,,,,,
169,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,511.0,511.0,8,True,3.0,,,,,,,,,,,,
170,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,13.0,,,9.0,10.0,28.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,10687.0,10687.0,8,True,3.0,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,
171,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,4.0,3.0,5.0,,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,4678.0,4678.0,8,True,3.0,mdx_wikilink_plus,,,,,,,,,,,
172,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2024-08-11 18:46:57,2024-08-11 18:45:30,55.0,2.0,1.0,2.0,,,5.0,11.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,2736.0,2736.0,8,True,3.0,,-1.0,,,,,,,,,,
173,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20,2023-12-22 19:52:23,25.0,,9.0,5.0,13.0,,5.0,10.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,7881.0,7881.0,8,True,3.0,mdx_gh_links,-1.0,,,,,,,,,,
174,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,13.0,13.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,247.0,247.0,8,True,3.0,,,,,,,,,,,,
175,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2024-08-27 11:13:51,2024-08-27 11:09:26,107.0,2.0,1.0,3.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,3.0,3.0,5.0,https://pypi.org/project/mkdocs-nbconvert,630.0,630.0,8,True,3.0,,,,,,,,,,,,
176,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2024-06-19 14:53:09,2024-05-08 19:55:14,143.0,,1.0,2.0,1.0,2.0,15.0,8.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,9889.0,9889.0,8,True,3.0,,,,,,,,,,,,
177,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,7.0,,,,A documentation theme for mkdocs.,11.0,11.0,,https://pypi.org/project/mkdocs-moonstone,1144.0,1144.0,8,True,3.0,,,,,,,,,,,,
178,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,,2.0,6.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,1277.0,1277.0,8,True,3.0,,,,,,,,,,,,
179,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,6.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,9.0,9.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,1047.0,1047.0,8,True,3.0,,,,,,,,,,,,
180,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39,2019-02-06 17:56:44,4.0,,2.0,2.0,2.0,1.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,27.0,27.0,,https://pypi.org/project/mkdocs-markdown-filter,515.0,515.0,8,True,3.0,,,,,,,,,,,,
181,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,4.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",3.0,3.0,,https://pypi.org/project/mkdocs-risonia-theme,231.0,231.0,8,True,3.0,,,,,,,,,,,,
182,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2024-09-10 15:23:34,2024-09-10 15:23:28,27.0,10.0,,1.0,,,1.0,4.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,819.0,819.0,8,True,3.0,,,,,,,,,,,,
183,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,34.0,34.0,,https://pypi.org/project/markdown-emdash,298.0,298.0,8,True,3.0,mdx_emdash,,,,,,,,,,,
184,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,3.0,1.0,5.0,,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-yamp,122.0,122.0,8,True,3.0,,,,,,,,,,,,
185,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-06-02 16:18:06,2024-06-02 16:17:41,108.0,,2.0,1.0,2.0,3.0,10.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,371.0,371.0,8,True,3.0,,,,,,,,,,,,
