,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,updated_github_id,shadowed,gitlab_id,gitlab_url,new_addition,bitbucket_id
141,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40,2021-02-13 10:11:46,2.0,,2.0,,2.0,4.0,,2.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,15.0,15.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,2906.0,2906.0,9,False,3.0,,,,,,,,,
142,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2023-12-03 13:47:56,2023-11-24 15:02:15,44.0,6.0,,2.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,13.0,13.0,,https://pypi.org/project/mkdocs-code-validator,386.0,386.0,9,False,3.0,,,,,,,,,
143,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,6.0,3.0,4.0,1.0,41.0,,,,Automatic generation of documentation for mkdocs.,5.0,5.0,6.0,https://pypi.org/project/automacdoc,63.0,63.0,8,True,3.0,,,,,,,,,
144,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,9.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,212.0,212.0,8,True,3.0,,,,,,,,,
145,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,442.0,442.0,8,True,3.0,,,,,,,,,
146,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,3.0,3.0,5.0,,6.0,14.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,1610.0,1610.0,8,False,3.0,mdx_wikilink_plus,,,,,,,,
147,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,11.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,68.0,68.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,694.0,694.0,8,False,3.0,,,,,,,,,
148,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,7.0,7.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,322.0,322.0,8,False,3.0,,,,,,,,,
149,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis-net/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2023-10-10 08:23:53,2023-10-10 08:23:41,48.0,,,1.0,11.0,6.0,3.0,4.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,2.0,2.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,73.0,73.0,8,False,3.0,,19.0,,buvis/mkdocs-zettelkasten,,,,,
150,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-16 15:31:09,2024-01-16 15:31:09,20.0,1.0,2.0,3.0,4.0,,,3.0,2023-07-20 13:25:26,0.3.0,7.0,SWAN MkDocs theme.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-swan,98.0,98.0,8,False,3.0,,,,,,,,,
151,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2023-12-21 14:14:43,2023-12-21 14:13:55,8.0,4.0,1.0,1.0,1.0,,1.0,3.0,2023-12-21 14:14:44,1.0.2,2.0,The Mkdocs-Typedoc Plugin is designed to integrate TypeDoc documentation with your MkDocs project.,,,2.0,https://pypi.org/project/mkdocs-typedoc,150.0,150.0,8,False,3.0,,,,,,,,,
152,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,20.0,20.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,712.0,712.0,8,False,3.0,,,,,,,,,
153,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,3.0,,,4.0,3.0,31.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,3912.0,3912.0,7,True,3.0,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,,
154,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,8.0,10.0,27.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,4672.0,4672.0,7,True,3.0,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,
155,Termage,,termage,,bczsalba/Termage,mkdocs-termage-plugin,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,18.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",1.0,1.0,,https://pypi.org/project/mkdocs-termage-plugin,,,7,False,3.0,,,,,,,,,
156,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2023-03-05 16:51:03,2023-01-29 20:40:28,64.0,,2.0,3.0,5.0,5.0,1.0,9.0,2020-07-16 04:50:53,0.2.3,1.0,,47.0,47.0,3.0,,,,7,False,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,
157,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],other,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2023-08-01 18:14:54,2023-08-01 18:14:10,170.0,,2.0,1.0,1.0,,4.0,7.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,519.0,519.0,7,False,3.0,,,,,,,,,
158,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2023-06-23 19:17:54,2023-06-23 19:17:53,12.0,,1.0,2.0,,1.0,,6.0,2023-06-23 19:06:46,0.1.2,3.0,An MkDocs plugin that allows editing pages directly from the browser.,2.0,2.0,,https://pypi.org/project/mkdocs-live-edit-plugin,59.0,59.0,7,False,3.0,,,,,,,,,
159,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],other,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2023-12-31 14:24:53,2023-12-31 14:24:43,46.0,1.0,1.0,2.0,,,4.0,6.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,491.0,491.0,7,False,3.0,,,,,,,,,
160,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2021-07-10 04:26:16,2021-07-10 04:26:08,101.0,,,2.0,,1.0,1.0,5.0,,,,Write docstrings in markdown!.,5.0,5.0,,https://pypi.org/project/inari,159.0,159.0,7,False,3.0,,,,,,,,,
161,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24,2023-06-07 17:08:20,19.0,,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,,,,https://pypi.org/project/mkjsfiddle,114.0,114.0,7,False,3.0,,,,,,,,,
162,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",1.0,1.0,,https://pypi.org/project/mkdocs-add-teaser,101.0,101.0,7,False,3.0,,,,,,,,,
163,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,28.0,28.0,7,False,3.0,mdx_asciimathml,,,,,,,,
164,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,32.0,32.0,,https://pypi.org/project/markdown-emdash,147.0,147.0,7,False,3.0,mdx_emdash,,,,,,,,
165,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2019-02-06 17:56:45,2019-02-06 17:56:44,4.0,,,2.0,,1.0,,2.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,20.0,20.0,,https://pypi.org/project/mkdocs-markdown-filter,265.0,265.0,7,False,3.0,,,,,,,,,
166,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,4.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,15.0,15.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,157.0,157.0,7,False,3.0,,,,,,,,,
167,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,3.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,3.0,3.0,,https://pypi.org/project/mkpatcher,887.0,887.0,7,False,3.0,mkpatcher,,,,,,,,
168,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2023-04-06 21:54:07,2023-03-24 13:25:32,15.0,,1.0,1.0,10.0,2.0,1.0,1.0,2023-03-24 13:25:47,0.2.1,6.0,MkDocs plugin for managing meta tags across folders and files.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-meta-manager,384.0,384.0,7,False,3.0,,,,,,,,,
169,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2024-01-02 18:35:13,2024-01-02 18:35:12,10.0,10.0,,1.0,9.0,2.0,,1.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,235.0,235.0,7,False,3.0,,,,,,,,,
170,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,https://github.com/djpugh/mkdocs_licenseinfo,https://github.com/djpugh/mkdocs_licenseinfo,MIT,2023-12-23 12:02:23,2024-01-02 18:29:20,2024-01-02 18:29:18,10.0,10.0,,1.0,9.0,,,1.0,2023-12-27 11:40:31,0.1.0,1.0,mkdocs extension to visualise package dependencies license information.,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,232.0,232.0,7,False,3.0,,,,,,,,,
171,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,6.0,6.0,,https://pypi.org/project/mkdocs-entangled-plugin,94.0,94.0,7,True,3.0,,,,,,,,,
172,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],other,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,2.0,,,,,,,,Disable Mkdocs sitemap generation.,7.0,7.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,2098.0,2098.0,7,True,3.0,,,,,,,,,
173,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,4.0,1.0,3.0,2.0,30.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,,
174,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,3.0,3.0,2.0,2.0,,15.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,False,3.0,,,,,,,,,
175,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31,,,,5.0,,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,2211.0,2211.0,6,False,3.0,markdown_katex,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,,
176,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39,2018-12-09 18:27:54,37.0,,11.0,5.0,7.0,3.0,4.0,11.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,13.0,13.0,6,False,3.0,iconfonts,,,,,,,,
177,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,9.0,9.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,139.0,139.0,6,False,3.0,,,,,,,,,
178,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,7.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",1.0,1.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,46.0,46.0,6,False,3.0,,,,,,,,,
179,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2023-06-29 06:44:10,2023-06-29 06:39:53,81.0,,1.0,3.0,1.0,,1.0,6.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,2.0,2.0,5.0,https://pypi.org/project/mkdocs-nbconvert,135.0,135.0,6,False,3.0,,,,,,,,,
180,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28,2023-09-14 18:14:25,37.0,,1.0,2.0,5.0,,,5.0,,,,A MkDocs theme.,39.0,39.0,2.0,https://pypi.org/project/mkdocs-nature,710.0,710.0,6,False,3.0,,,,,,,,,
181,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,4.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,28.0,28.0,3.0,,,,6,False,3.0,,,,,,,,,
182,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,1.0,3.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,494.0,494.0,6,False,3.0,,,,,,,,,
183,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,45.0,45.0,6,False,3.0,,,,,,,,,
184,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,2.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,23.0,23.0,6,False,3.0,,,,,,,,,
185,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2023-05-24 16:51:34,2023-05-24 16:44:15,21.0,,,1.0,2.0,,1.0,2.0,2023-05-24 17:04:09,1.2.1,2.0,Exclude orphaned (unused) static files from your mkdocs build.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-exclude-unused-files,513.0,513.0,6,False,3.0,,,,,,,,,
186,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49,2023-09-01 09:32:01,142.0,,,1.0,,,,1.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",2.0,2.0,,https://pypi.org/project/mkdocs-risonia-theme,35.0,35.0,6,False,3.0,,,,,,,,,
187,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19,2023-11-04 00:11:05,6.0,1.0,,1.0,,1.0,,1.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,3.0,3.0,,https://pypi.org/project/mkdocs-resize-images,125.0,125.0,6,False,3.0,,,,,,,,,
188,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,2.0,1.0,5.0,,,1.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-yamp,20.0,20.0,6,False,3.0,,,-1.0,,,,,,
189,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2023-11-12 11:25:32,2023-11-12 11:25:19,12.0,12.0,,1.0,,,,,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,55.0,55.0,6,True,3.0,,,,,,,,,
190,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31,2023-11-05 02:08:28,24.0,1.0,,2.0,7.0,,11.0,18.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,False,3.0,,,,,,,,,
191,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08,2018-03-01 07:33:55,18.0,,1.0,5.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,8.0,8.0,2.0,https://pypi.org/project/hbfm,185.0,185.0,5,False,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,
192,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42,2023-07-25 22:26:30,18.0,,,,1.0,,2.0,7.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,2.0,https://pypi.org/project/mkdocs-plotly-plugin,314.0,314.0,5,False,3.0,,,,,,,,,
