,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
139,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2023-08-14 22:07:46.000000,2023-01-07 23:04:02,49.0,,,2.0,28.0,1.0,4.0,5.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,6.0,6.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,163.0,163.0,10,True,3.0,,,,,,,,['mkdocs_theme'],,,
140,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36.000000,2024-02-25 21:22:03,10.0,3.0,1.0,1.0,7.0,2.0,2.0,4.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,11.0,11.0,2.0,https://pypi.org/project/mkdocs-link-marker,2175.0,2175.0,10,True,3.0,,,,,,,,,,,
141,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08.000000,2020-01-11 13:04:15,9.0,,3.0,3.0,3.0,3.0,,4.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,35.0,35.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,5982.0,5982.0,10,True,3.0,,,,,,,,,,,
142,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40.000000,2021-02-13 10:11:46,2.0,,2.0,,2.0,4.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,27.0,27.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,4628.0,4628.0,10,True,3.0,,,,,,,,,,,
143,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31.000000,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,42.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,868.0,868.0,9,True,3.0,,,,,,,,,,,
144,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53.000000,2022-03-01 08:52:15,12.0,,1.0,1.0,2.0,2.0,2.0,25.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,74454.0,74454.0,9,True,3.0,,8.0,,,,,,,,,
145,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14.000000,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,20.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",1.0,1.0,,https://pypi.org/project/Termage,151.0,151.0,9,True,3.0,,,,,,,,,,,
146,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2023-07-31 09:20:53.000000,2023-07-31 09:20:53,8.0,,1.0,2.0,,1.0,1.0,13.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,9.0,9.0,,https://pypi.org/project/mkdocs-site-urls,5795.0,5795.0,9,True,3.0,,,,,,,,,,,
147,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19.000000,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",18.0,18.0,8.0,https://pypi.org/project/mkdocs-custommill,187.0,187.0,9,True,3.0,,,,,,,,,,,
148,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42.000000,2021-08-24 18:08:03,70.0,,4.0,1.0,5.0,9.0,,9.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,2386.0,2386.0,9,True,3.0,,,,,,,,,,,
149,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2024-02-19 08:48:06.000000,2024-02-19 08:47:46,52.0,,,1.0,13.0,7.0,3.0,8.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,3.0,3.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,104.0,104.0,9,True,3.0,,19.0,,,,,,,,,
150,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00.000000,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,7.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,23.0,23.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,217.0,217.0,9,True,3.0,,,,,,,,,,,
151,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2024-04-09 01:35:38.000000,2024-04-09 01:27:13,103.0,21.0,1.0,3.0,1.0,,1.0,6.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,2.0,2.0,5.0,https://pypi.org/project/mkdocs-nbconvert,340.0,340.0,9,True,3.0,,,,,,,,,,,
152,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-04-24 19:25:35.000000,2024-04-24 19:24:10,31.0,31.0,,1.0,,,1.0,5.0,2024-04-24 19:35:48,0.2.6,3.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",2.0,2.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,417.0,417.0,9,True,3.0,,,,,,,,,,,
153,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58.000000,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,5.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,19309.0,19309.0,9,True,2.0,mdx_breakless_lists,,,,,,,,,,
154,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26.000000,2020-05-08 18:42:07,13.0,,1.0,4.0,1.0,,,4.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,148.0,148.0,9,True,3.0,,,,,,,,,,,
155,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-02-21 19:46:16.000000,2023-10-20 02:33:49,204.0,,,3.0,32.0,,,3.0,2022-11-20 04:04:00,-1.5.1,15.0,Plugin for safe text editing with MKDocs.,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,761.0,761.0,9,True,3.0,,,,,,,,,,,
156,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26.000000,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,23.0,23.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4571.0,4571.0,9,True,3.0,,,,,,,,,,,
157,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41.000000,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,32.0,32.0,,https://pypi.org/project/mkdocs-nav-enhancements,5753.0,5753.0,9,True,3.0,,,,,,,,,,,
158,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2024-04-20 13:12:02.000000,2024-04-20 13:11:58,50.0,6.0,1.0,3.0,8.0,2.0,6.0,2.0,2022-09-05 07:55:17,0.0.7,6.0,VBA handler for mkdocstrings.,1.0,1.0,3.0,https://pypi.org/project/mkdocstrings-vba,77.0,77.0,9,True,3.0,,,,,,,,,,,
159,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2024-05-09 20:02:47.000000,2024-05-09 19:59:09,16.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,2024-05-09 20:02:47,1.0.0,7.0,MkDocs plugin for managing meta tags across folders and files.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-meta-manager,1982.0,1982.0,9,True,3.0,,,,,,,,,,,
160,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-03-07 10:42:21.000000,2024-03-07 10:37:20,103.0,5.0,2.0,1.0,2.0,4.0,7.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,344.0,344.0,9,True,3.0,,,,,,,,,,,
161,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-04-27 10:13:19.000000,2024-04-27 10:13:11,48.0,1.0,,3.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,13.0,13.0,,https://pypi.org/project/mkdocs-code-validator,398.0,398.0,9,True,3.0,,,,,,,,,,,
162,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24.000000,2020-06-16 08:22:23,49.0,,9.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,741.0,741.0,8,True,3.0,,,,,,,,,,,
163,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41.000000,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,581.0,581.0,8,True,3.0,,,,,,,,,,,
164,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14.000000,,,,12.0,,,8.0,10.0,27.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,11775.0,11775.0,8,True,3.0,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
165,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00.000000,2022-07-26 06:00:03,78.0,,3.0,3.0,5.0,,6.0,14.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,3150.0,3150.0,8,True,3.0,mdx_wikilink_plus,,,,,,,,,,
166,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20.000000,2023-12-22 19:52:23,25.0,,10.0,5.0,13.0,,5.0,11.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,7075.0,7075.0,8,True,3.0,mdx_gh_links,,,,,,,,,,
167,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49.000000,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,11.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,71.0,71.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1089.0,1089.0,8,True,3.0,,,,,,,,,,,
168,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2024-02-08 19:20:08.000000,2024-02-08 19:20:01,49.0,,1.0,2.0,,,5.0,9.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,1873.0,1873.0,8,True,3.0,,,,,,,,,,,
169,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15.000000,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,7.0,7.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,518.0,518.0,8,True,3.0,,,,,,,,,,,
170,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43.000000,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-add-teaser,335.0,335.0,8,True,3.0,,,,,,,,,,,
171,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39.000000,2019-02-06 17:56:44,4.0,,1.0,2.0,2.0,1.0,,3.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,20.0,20.0,,https://pypi.org/project/mkdocs-markdown-filter,391.0,391.0,8,True,3.0,,,,,,,,,,,
172,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43.000000,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,33.0,33.0,,https://pypi.org/project/markdown-emdash,218.0,218.0,8,True,3.0,mdx_emdash,,,,,,,,,,
173,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-01-27 19:48:40.000000,2024-01-27 19:32:37,26.0,,,1.0,2.0,,2.0,2.0,2024-01-27 19:49:06,1.3.0,3.0,Exclude orphaned (unused) static files from your mkdocs build.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-unused-files,342.0,342.0,8,True,3.0,,,,,,,,,,,
174,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01.000000,2022-10-10 22:57:20,27.0,,3.0,1.0,5.0,,,1.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-yamp,142.0,142.0,8,True,3.0,,,,,,,,,,,
175,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21.000000,2020-12-29 08:32:20,13.0,,10.0,6.0,3.0,4.0,1.0,42.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,130.0,130.0,7,True,3.0,,,,,,,,,,,
176,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09.000000,,,,3.0,,,4.0,3.0,31.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,6209.0,6209.0,7,True,3.0,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
177,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39.000000,2018-12-09 18:27:54,37.0,,12.0,5.0,7.0,3.0,4.0,11.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,28.0,28.0,7,True,3.0,iconfonts,,,,,,,,,,
178,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2023-03-05 16:51:03.000000,2023-01-29 20:40:28,64.0,,2.0,3.0,5.0,6.0,1.0,10.0,2020-07-16 04:50:53,0.2.3,1.0,,50.0,50.0,3.0,,,,7,True,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,
179,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15.000000,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,12.0,12.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,130.0,130.0,7,True,3.0,,,,,,,,,,,
180,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2024-03-07 04:51:29.000000,2024-03-07 04:50:06,19.0,2.0,1.0,2.0,1.0,1.0,2.0,9.0,2024-03-07 04:51:29,0.2.0,7.0,An MkDocs plugin that allows editing pages directly from the browser.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-live-edit-plugin,124.0,124.0,7,True,3.0,,,,,,,,,,,
181,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24.000000,2021-07-10 04:26:08,101.0,,,2.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,6.0,6.0,,https://pypi.org/project/inari,129.0,129.0,7,True,3.0,,,,,,,,,,,
182,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30.000000,2024-05-03 20:23:47,10.0,2.0,1.0,1.0,1.0,,2.0,4.0,2024-05-03 16:53:15,1.0.3,3.0,The Mkdocs-Typedoc Plugin is designed to integrate TypeDoc documentation with your MkDocs project.,,,2.0,https://pypi.org/project/mkdocs-typedoc,735.0,735.0,7,True,3.0,,,,,,,,,,,
183,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24.000000,2023-06-07 17:08:20,19.0,,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,,,,https://pypi.org/project/mkjsfiddle,97.0,97.0,7,True,3.0,,,,,,,,,,,
184,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36.000000,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,49.0,49.0,7,True,3.0,mdx_asciimathml,,,,,,,,,,
185,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22.000000,2022-04-17 16:53:22,8.0,,,4.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,15.0,15.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,958.0,958.0,7,True,3.0,,,,,,,,,,,
186,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19.000000,2023-11-04 00:11:05,6.0,,,1.0,,1.0,,1.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,4.0,4.0,,https://pypi.org/project/mkdocs-resize-images,268.0,268.0,7,True,3.0,,,,,,,,,,,
187,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27.000000,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,6.0,6.0,,https://pypi.org/project/mkdocs-entangled-plugin,106.0,106.0,7,True,3.0,,,,,,,,,,,
