,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
135,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2025-08-02 19:33:45.000000,2025-08-02 19:26:14,487.0,49.0,,7.0,,1.0,1.0,25.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,,,4.0,https://pypi.org/project/docutools,431.0,431.0,12,True,3.0,,,,,,,,,,,,,
136,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/wsoft-ws/lantana,https://github.com/wsoft-ws/lantana,MIT,2022-10-27 17:47:25,2025-07-10 03:35:46.000000,2025-07-03 10:13:03,177.0,,1.0,1.0,50.0,2.0,18.0,23.0,2024-12-16 11:04:04,2.13.0,36.0,Lantana MKDocsHTML.,8.0,8.0,6.0,https://pypi.org/project/lantana,731.0,742.0,12,True,2.0,,,426.0,,,,,wsoft-ws/lantana,,,,,
137,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37.000000,2020-04-13 08:11:31,21.0,,3.0,3.0,,1.0,1.0,18.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,184.0,184.0,,https://pypi.org/project/mkdocs-blog-plugin,2464.0,2464.0,12,True,3.0,,,,,,,,,['mkdocs_plugin'],,,,
138,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12.000000,2023-07-17 15:12:19,27.0,,4.0,1.0,3.0,4.0,8.0,15.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,32.0,32.0,2.0,https://pypi.org/project/mkdocs-unused-files,6194.0,6194.0,12,True,3.0,,,,,,,,,,,,,
139,mkdocstrings-matlab,,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,https://github.com/watermarkhu/mkdocstrings-matlab,https://github.com/watermarkhu/mkdocstrings-matlab,ISC,2024-09-10 09:03:49,2025-10-02 17:28:35.000000,2025-10-02 17:27:56,121.0,40.0,1.0,1.0,113.0,2.0,4.0,8.0,2025-09-30 14:19:54,1.0.9,27.0,"A MATLAB handler for mkdocstrings, automatic documentation from sources.",2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,755.0,755.0,12,True,3.0,,,,,,,,,,,,,
140,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22.000000,2021-07-23 08:52:22,13.0,,3.0,4.0,3.0,1.0,,8.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,914.0,914.0,12,True,3.0,,,,,,,,,,,,,
141,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2025-09-01 08:12:10.000000,2025-09-01 08:12:05,73.0,5.0,1.0,3.0,14.0,2.0,7.0,4.0,2024-10-01 11:12:39,0.0.10,8.0,VBA handler for mkdocstrings.,3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,332.0,332.0,12,True,3.0,,,,,,,,,,,,,
142,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43.000000,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,271.0,271.0,12,True,3.0,,,,,,,,,,,,,
143,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44.000000,2022-07-29 13:08:47,26.0,,33.0,7.0,10.0,1.0,7.0,83.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,5264.0,5264.0,11,True,2.0,,markdown_checklist.extension,,,,,,,,,,,
144,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10.000000,2022-07-26 05:42:09,70.0,,3.0,3.0,3.0,4.0,5.0,62.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,221873.0,221873.0,11,True,3.0,,mdx_include,,,,,,,,,,,
145,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13.000000,2023-08-31 15:32:44,51.0,,,3.0,11.0,,,39.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,5.0,5.0,2.0,https://pypi.org/project/mkrefs,209.0,209.0,11,True,3.0,,,,,,,,,,,,,
146,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45.000000,2019-05-26 05:43:37,9.0,,16.0,2.0,6.0,2.0,4.0,27.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,111.0,111.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,5801.0,5801.0,11,True,3.0,,,,,,,,,,,,,
147,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42.000000,2021-08-24 18:08:03,70.0,,6.0,,6.0,10.0,,14.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,21549.0,21549.0,11,True,2.0,,,,,,,,,,,,,
148,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51.000000,2024-06-10 11:29:51,108.0,,6.0,1.0,30.0,13.0,24.0,10.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,189.0,193.0,11,True,3.0,,,265.0,,,,,,,,,,
149,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2025-05-04 09:38:50.000000,2025-05-04 09:38:47,220.0,,,1.0,4.0,,1.0,9.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",10.0,10.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,341.0,342.0,11,True,3.0,,,24.0,,,,,,,,,,
150,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2025-08-21 17:47:40.000000,2025-08-21 17:47:24,51.0,20.0,3.0,1.0,3.0,,8.0,7.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,8889.0,8889.0,11,True,3.0,,,,,,,,,,,,,
151,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,https://github.com/mkdocstrings/shell,https://github.com/mkdocstrings/shell,ISC,2023-09-04 09:35:05,2025-09-19 09:48:55.000000,2025-09-19 09:48:51,27.0,4.0,,2.0,1.0,1.0,4.0,5.0,2025-03-28 13:40:02,1.0.4,6.0,A shell scripts/libraries handler for mkdocstrings.,45.0,45.0,,,,,11,True,3.0,,,,,,,,,,,,,
152,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05.000000,2022-07-10 05:32:27,36.0,,3.0,2.0,13.0,1.0,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,480.0,480.0,11,True,3.0,,,16.0,,,,,,,,,,
153,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33.000000,2018-12-02 17:22:16,52.0,,1.0,1.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,783.0,783.0,11,True,2.0,,subscript,,,,,,,,,,,
154,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12.000000,2018-12-02 17:21:33,82.0,,3.0,1.0,56.0,1.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,814.0,814.0,11,True,2.0,,superscript,,,,,,,,,,,
155,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14.000000,2022-08-23 08:03:39,67.0,,1.0,2.0,,1.0,4.0,26.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",3.0,3.0,,https://pypi.org/project/Termage,50.0,50.0,10,True,3.0,,,,,,,,,,,,,
156,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55.000000,2020-07-14 09:36:02,8.0,,7.0,2.0,3.0,2.0,1.0,22.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,150.0,150.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1760.0,1760.0,10,True,3.0,,,,,,,,,,,,,
157,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-08-13 12:52:42.000000,2023-12-28 18:41:22,14.0,,7.0,3.0,12.0,1.0,3.0,19.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,5508.0,5508.0,10,True,3.0,,,,,,,,,,,,,
158,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2025-04-29 16:40:44.000000,2025-04-29 16:40:37,228.0,,3.0,1.0,2.0,,9.0,18.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,17617.0,17617.0,10,True,3.0,,,,,,,,,,,,,
159,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2025-03-22 21:04:45.000000,2025-03-22 21:04:38,844.0,,9.0,3.0,4.0,,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,,,4.0,https://pypi.org/project/pheasant,521.0,521.0,10,True,3.0,,,,,,,,,,,,,
160,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23.000000,2024-04-22 03:42:18,20.0,,,2.0,,3.0,2.0,16.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,23.0,23.0,,https://pypi.org/project/mkdocs-categories-plugin,1277.0,1277.0,10,True,3.0,,,,,,,,,,,,,
161,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35.000000,2024-01-31 08:38:05,158.0,,,9.0,3.0,,4.0,9.0,,,,KPN theme for MkDocs | owner=flow.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-kpn,573.0,573.0,10,True,2.0,,,,,,,,,,,,,
162,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43.000000,2024-01-23 09:36:42,22.0,,3.0,2.0,4.0,,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-swan,119.0,119.0,10,True,2.0,,,,,,,,,,,,,
163,mkdocs-curriculum-vitae,curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,MIT,2024-08-14 22:15:23,2025-04-14 13:08:48.000000,2025-04-14 13:05:41,92.0,,1.0,1.0,31.0,10.0,30.0,5.0,2025-04-12 17:03:28,0.9.0,15.0,"A simple MkDocs theme, designed to make your curriculum vitae (CV) with minimal configuration, and several themes.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,63.0,63.0,10,True,2.0,,,,,,,,,,,,,
164,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2025-04-18 13:20:46.000000,2025-04-18 13:20:25,78.0,,2.0,1.0,7.0,2.0,3.0,5.0,,,,Location-based breadcrumbs navigation.,10.0,10.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,4087.0,4087.0,10,True,3.0,,,,,,,,,,,,,
165,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-09-04 00:30:43.000000,2024-07-22 10:45:28,222.0,,,2.0,38.0,,,4.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,165.0,165.0,10,True,3.0,,,,,,,,,,,,,
166,authors,,authors,,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],nav-pages,https://github.com/thomaszwagerman/mkdocs-authors-plugin,https://github.com/thomaszwagerman/mkdocs-authors-plugin,MIT,2025-07-29 13:44:32,2025-08-05 16:33:26.000000,2025-08-05 16:33:05,34.0,34.0,,,,,3.0,,2025-07-30 13:40:40,0.1.0,1.0,MkDocs plugin to display authors dynamically on a template using an .authors.yml file.,,,,https://pypi.org/project/mkdocs-authors-plugin,27.0,27.0,10,True,3.0,,,,,,,,,,,,,
167,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31.000000,2021-09-02 19:03:31,7.0,,19.0,1.0,5.0,6.0,8.0,43.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,1971.0,1971.0,9,True,3.0,,,,,,,,,,,,,
168,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53.000000,2022-03-01 08:52:15,12.0,,3.0,1.0,3.0,2.0,2.0,31.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,51414.0,51414.0,9,True,3.0,,,15.0,,,,,,,,,,
169,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19.000000,2022-03-10 22:04:06,184.0,,6.0,1.0,,,1.0,16.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,520.0,520.0,9,True,3.0,,,,,,,,,,,,,
170,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2025-08-24 18:09:57.000000,2025-08-24 18:09:51,85.0,9.0,1.0,1.0,,,7.0,15.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,6280.0,6280.0,9,True,3.0,,,,,,,,,,,,,
171,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12.000000,2023-05-24 18:47:09,20.0,,5.0,1.0,2.0,1.0,7.0,12.0,,,,Python-Markdown plugin for image captions.,185.0,185.0,2.0,https://pypi.org/project/markdown-captions,3067.0,3067.0,9,True,3.0,,markdown_captions,,,,,,,,,,,
172,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2025-09-04 19:28:56.000000,2025-09-04 19:28:51,26.0,1.0,9.0,4.0,14.0,,5.0,12.0,,,,Python-Markdown GitHub Links Extension.,,,5.0,https://pypi.org/project/mdx-gh-links,12373.0,12373.0,9,True,3.0,,mdx_gh_links,,,,,,,,,,,
173,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49.000000,2020-03-27 04:57:31,2.0,,2.0,1.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,97.0,97.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1625.0,1625.0,9,True,3.0,,,,,,,,,,,,,
174,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54.000000,2021-10-21 22:55:54,10.0,,2.0,2.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,1579.0,1579.0,9,True,3.0,,,,,,,,,,,,,
175,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2025-05-02 12:31:47.000000,2025-05-02 12:31:47,14.0,,3.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,260.0,260.0,9,True,3.0,,,,,,,,,,,,,
176,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2025-03-06 03:41:54.000000,2024-11-23 00:57:44,73.0,,,1.0,41.0,1.0,5.0,7.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,309.0,309.0,9,True,3.0,,,,,,,,,['mkdocs_theme'],,,,
177,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22.000000,2024-06-21 15:57:18,131.0,,2.0,,3.0,2.0,1.0,7.0,,,,svgbob extension for Python Markdown.,10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,1158.0,1158.0,9,True,3.0,,markdown_svgbob,,,,,,,,,,,
178,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26.000000,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,,7.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,71.0,71.0,9,True,3.0,,,,,,,,,,,,,
179,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/samcomi/mkdocs-gitsnippet-plugin,https://github.com/samcomi/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15.000000,2020-11-15 20:10:06,14.0,,4.0,2.0,1.0,,,7.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,976.0,976.0,9,True,3.0,,,,,,,,samcomi/mkdocs-gitsnippet-plugin,,,,,
180,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58.000000,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,18515.0,18515.0,9,True,2.0,,mdx_breakless_lists,,,,,,,,,,,
181,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2025-09-04 19:29:16.000000,2025-09-04 19:29:13,38.0,1.0,1.0,1.0,6.0,,,5.0,,,,A MkDocs theme.,48.0,48.0,3.0,https://pypi.org/project/mkdocs-nature,1849.0,1849.0,9,True,3.0,,,,,,,,,,,,,
182,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39.000000,2019-02-06 17:56:44,4.0,,2.0,1.0,3.0,1.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,35.0,35.0,,https://pypi.org/project/mkdocs-markdown-filter,3038.0,3038.0,9,True,3.0,,,,,,,,,,,,,
183,mkdocs-mcp,,mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,https://github.com/ubaumann/mkdocs-mcp,https://github.com/ubaumann/mkdocs-mcp,MIT,2025-04-20 20:44:28,2025-09-20 19:10:41.000000,2025-09-20 19:07:51,32.0,4.0,,1.0,,,1.0,5.0,2025-09-20 19:10:41,0.1.3,4.0,MkDocs Plugin to serve MCP.,,,,https://pypi.org/project/mkdocs-mcp,145.0,145.0,9,True,3.0,,,,,,,,,,,,,
