,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
138,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12.000000,2023-05-24 18:47:09,20.0,,4.0,4.0,1.0,2.0,6.0,9.0,,,,Python-Markdown plugin for image captions.,147.0,147.0,2.0,https://pypi.org/project/markdown-captions,1724.0,1724.0,10,True,2.0,markdown_captions,,,,,,,,,,
139,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35.000000,2024-01-31 08:38:05,158.0,,,10.0,3.0,,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,4.0,4.0,3.0,https://pypi.org/project/mkdocs-kpn,782.0,782.0,10,True,3.0,,,,,,,,,,,
140,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43.000000,2024-01-23 09:36:42,22.0,,3.0,3.0,4.0,,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,6.0,6.0,4.0,https://pypi.org/project/mkdocs-swan,96.0,96.0,10,True,3.0,,,,,,,,,,,
141,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08.000000,2020-01-11 13:04:15,9.0,,3.0,3.0,3.0,3.0,,6.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,38.0,38.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,7770.0,7770.0,10,True,3.0,,,,,,,,,,,
142,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26.000000,2020-05-08 18:42:07,13.0,,1.0,4.0,1.0,,,4.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,334.0,334.0,10,True,3.0,,,,,,,,,,,
143,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2024-05-14 15:27:52.000000,2024-05-14 15:21:22,50.0,3.0,,1.0,,4.0,5.0,2.0,2024-05-14 15:27:32,0.0.14,9.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",9.0,9.0,,https://pypi.org/project/mkdocs-pagetree-plugin,239.0,239.0,10,True,3.0,,,,,,,,,,,
144,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-06-02 16:18:06.000000,2024-06-02 16:17:41,108.0,5.0,2.0,1.0,2.0,3.0,10.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,249.0,249.0,10,True,3.0,,,,,,,,,,,
145,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31.000000,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,42.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,804.0,804.0,9,True,3.0,,,,,,,,,,,
146,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53.000000,2022-03-01 08:52:15,12.0,,1.0,1.0,2.0,2.0,2.0,25.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,98909.0,98909.0,9,True,3.0,,,10.0,,,,,,,,
147,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14.000000,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,22.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",2.0,2.0,,https://pypi.org/project/Termage,25.0,25.0,9,True,3.0,,,,,,,,,,,
148,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2024-05-22 15:16:02.000000,2024-05-22 15:15:20,53.0,1.0,3.0,1.0,7.0,2.0,7.0,18.0,,,,A plugin for embedding D2 diagrams in MkDocs.,8.0,8.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,4022.0,4022.0,9,True,3.0,,,,,,,,,,,
149,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19.000000,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",19.0,19.0,8.0,https://pypi.org/project/mkdocs-custommill,149.0,149.0,9,True,3.0,,,,,,,,,,,
150,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49.000000,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,77.0,77.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,2121.0,2121.0,9,True,3.0,,,,,,,,,,,
151,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23.000000,2024-04-22 03:42:18,20.0,,,2.0,,,2.0,12.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,15.0,15.0,,https://pypi.org/project/mkdocs-categories-plugin,777.0,777.0,9,True,3.0,,,,,,,,,,,
152,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2024-07-07 15:20:32.000000,2024-07-07 15:20:11,54.0,2.0,2.0,1.0,14.0,7.0,3.0,11.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,4.0,4.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,84.0,84.0,9,True,3.0,,,19.0,,,,,,,,
153,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2024-06-22 18:30:45.000000,2024-06-22 18:30:41,53.0,4.0,1.0,2.0,,,5.0,10.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,2737.0,2737.0,9,True,3.0,,,,,,,,,,,
154,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20.000000,2023-12-22 19:52:23,25.0,,9.0,5.0,13.0,,5.0,10.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,9568.0,9568.0,9,True,3.0,mdx_gh_links,,,,,,,,,,
155,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-04-24 19:25:35.000000,2024-04-24 19:24:10,31.0,,,1.0,,,1.0,9.0,2024-04-24 19:35:48,0.2.6,3.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",4.0,4.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1787.0,1787.0,9,True,3.0,,,,,,,,,,,
156,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2024-07-07 08:58:50.000000,2024-04-09 01:27:13,103.0,,1.0,3.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,3.0,3.0,5.0,https://pypi.org/project/mkdocs-nbconvert,629.0,629.0,9,True,3.0,,,,,,,,,,,
157,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00.000000,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,9.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,24.0,24.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,292.0,292.0,9,True,3.0,,,,,,,,,,,
158,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42.000000,2021-08-24 18:08:03,70.0,,4.0,1.0,5.0,9.0,,9.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,3809.0,3809.0,9,True,3.0,,,,,,,,,,,
159,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58.000000,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,19219.0,19219.0,9,True,2.0,mdx_breakless_lists,,,,,,,,,,
160,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43.000000,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-add-teaser,387.0,387.0,9,True,3.0,,,,,,,,,,,
161,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36.000000,2024-02-25 21:22:03,10.0,,1.0,1.0,7.0,2.0,2.0,4.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,14.0,14.0,2.0,https://pypi.org/project/mkdocs-link-marker,1842.0,1842.0,9,True,3.0,,,,,,,,,,,
162,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36.000000,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,2567.0,2567.0,9,True,2.0,mdx_asciimathml,,,,,,,,,,
163,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2024-04-20 13:12:02.000000,2024-04-20 13:11:58,50.0,,1.0,3.0,8.0,3.0,6.0,3.0,2022-09-05 07:55:17,0.0.7,6.0,VBA handler for mkdocstrings.,2.0,2.0,3.0,https://pypi.org/project/mkdocstrings-vba,43.0,43.0,9,True,3.0,,,,,,,,,,,
164,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26.000000,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,25.0,25.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4236.0,4236.0,9,True,3.0,,,,,,,,,,,
165,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41.000000,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,34.0,34.0,,https://pypi.org/project/mkdocs-nav-enhancements,6594.0,6594.0,9,True,3.0,,,,,,,,,,,
166,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-04-27 10:13:19.000000,2024-04-27 10:13:11,48.0,,,3.0,,,,2.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,15.0,15.0,,https://pypi.org/project/mkdocs-code-validator,182.0,182.0,9,True,3.0,,,,,,,,,,,
167,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2024-05-09 20:02:47.000000,2024-05-09 19:59:09,16.0,,1.0,1.0,10.0,1.0,2.0,1.0,2024-05-09 20:02:47,1.0.0,7.0,MkDocs plugin for managing meta tags across folders and files.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-meta-manager,1105.0,1105.0,9,True,3.0,,2.0,,,,,,,,,
168,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08.000000,2024-07-24 18:00:40,72.0,67.0,,1.0,,,,,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",,,3.0,https://pypi.org/project/mkdocs-issues-plugin,1049.0,1049.0,9,True,3.0,,,,,,,,,,,
169,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2024-07-02 15:52:19.000000,2024-07-02 15:51:38,4.0,4.0,,1.0,,,,,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,3.0,3.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,191.0,191.0,9,True,3.0,,,,,,,,,,,
170,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24.000000,2020-06-16 08:22:23,49.0,,10.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,593.0,593.0,8,True,3.0,,,,,,,,,,,
171,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41.000000,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,411.0,411.0,8,True,3.0,,,,,,,,,,,
172,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14.000000,,,,13.0,,,9.0,10.0,28.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,19707.0,19707.0,8,True,3.0,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
173,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00.000000,2022-07-26 06:00:03,78.0,,4.0,3.0,5.0,,6.0,15.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,2573.0,2573.0,8,True,3.0,mdx_wikilink_plus,,,,,,,,,,
174,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2024-03-07 04:51:29.000000,2024-03-07 04:50:06,19.0,,2.0,2.0,1.0,1.0,2.0,12.0,2024-03-07 04:51:29,0.2.0,7.0,An MkDocs plugin that allows editing pages directly from the browser.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-live-edit-plugin,222.0,222.0,8,True,3.0,,,,,,,,,,,
175,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15.000000,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,13.0,13.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,161.0,161.0,8,True,3.0,,,,,,,,,,,
176,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2024-06-19 14:53:09.000000,2024-05-08 19:55:14,143.0,,1.0,2.0,1.0,2.0,15.0,8.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,3938.0,3938.0,8,True,3.0,,,,,,,,,,,
177,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15.000000,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,6.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,8.0,8.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,797.0,797.0,8,True,3.0,,,,,,,,,,,
178,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39.000000,2019-02-06 17:56:44,4.0,,1.0,2.0,2.0,1.0,,3.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,25.0,25.0,,https://pypi.org/project/mkdocs-markdown-filter,606.0,606.0,8,True,3.0,,,,,,,,,,,
179,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01.000000,2022-10-10 22:57:20,27.0,,3.0,1.0,5.0,,,1.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,5.0,5.0,2.0,https://pypi.org/project/mkdocs-yamp,45.0,45.0,8,True,3.0,,,,,,,,,,,
180,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2024-06-22 17:52:31.000000,2024-06-22 17:52:07,25.0,6.0,,1.0,,,,,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,658.0,658.0,8,True,3.0,,,,,,,,,,,
181,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21.000000,2020-12-29 08:32:20,13.0,,10.0,6.0,3.0,4.0,1.0,42.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,65.0,65.0,7,True,3.0,,,,,,,,,,,
182,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09.000000,,,,3.0,,,4.0,3.0,32.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,6273.0,6273.0,7,True,3.0,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
183,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39.000000,2018-12-09 18:27:54,37.0,,12.0,5.0,7.0,3.0,4.0,12.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,32.0,32.0,7,True,3.0,iconfonts,,,,,,,,,,
184,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2023-03-05 16:51:03.000000,2023-01-29 20:40:28,64.0,,2.0,3.0,5.0,7.0,1.0,10.0,2020-07-16 04:50:53,0.2.3,1.0,,57.0,57.0,3.0,,,,7,True,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,
185,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42.000000,2023-07-25 22:26:30,18.0,,,,1.0,,2.0,9.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,3.0,https://pypi.org/project/mkdocs-plotly-plugin,3606.0,3606.0,7,True,3.0,,,,,,,,,,,
186,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22.000000,2024-06-21 15:57:18,131.0,3.0,2.0,1.0,3.0,1.0,,7.0,,,,svgbob extension for Python Markdown.,9.0,9.0,2.0,https://pypi.org/project/markdown-svgbob,135.0,135.0,7,True,3.0,markdown_svgbob,,,,,,,,,,
