,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,new_addition,gitlab_id,gitlab_url,bitbucket_id
138,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,7.0,3.0,3.0,2.0,1.0,20.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,120.0,120.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1405.0,1405.0,10,True,3.0,,,,,,,,,,,,
139,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,17.0,17.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,759.0,759.0,10,True,3.0,,,,,,,,,,,,
140,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12,2023-05-24 18:47:09,20.0,,4.0,4.0,1.0,2.0,6.0,9.0,,,,Python-Markdown plugin for image captions.,152.0,152.0,2.0,https://pypi.org/project/markdown-captions,1430.0,1430.0,10,True,3.0,markdown_captions,,,,,,,,,,,
141,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35,2024-01-31 08:38:05,158.0,,,10.0,3.0,,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,4.0,4.0,3.0,https://pypi.org/project/mkdocs-kpn,992.0,992.0,10,True,3.0,,,,,,,,,,,,
142,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43,2024-01-23 09:36:42,22.0,,3.0,3.0,4.0,,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,6.0,6.0,4.0,https://pypi.org/project/mkdocs-swan,143.0,143.0,10,True,3.0,,,,,,,,,,,,
143,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,3.0,3.0,3.0,,5.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,38.0,38.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,4982.0,4982.0,10,True,3.0,,,,,,,,,,,,
144,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,4.0,1.0,,,4.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,234.0,234.0,10,True,3.0,,,,,,,,,,,,
145,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2024-05-14 15:27:52,2024-05-14 15:21:22,50.0,,,1.0,,4.0,5.0,2.0,2024-05-14 15:27:32,0.0.14,9.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",9.0,9.0,,https://pypi.org/project/mkdocs-pagetree-plugin,205.0,205.0,10,True,3.0,,,,,,,,,,,,
146,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-06-02 16:18:06,2024-06-02 16:17:41,108.0,5.0,2.0,1.0,2.0,3.0,10.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,377.0,377.0,10,True,3.0,,,,,,,,,,,,
147,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,42.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,722.0,722.0,9,True,3.0,,,,,,,,,,,,
148,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53,2022-03-01 08:52:15,12.0,,1.0,1.0,2.0,2.0,2.0,26.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,117616.0,117616.0,9,True,3.0,,10.0,,,,,,,,,,
149,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,22.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",2.0,2.0,,https://pypi.org/project/Termage,62.0,62.0,9,True,3.0,,,,,,,,,,,,
150,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,6.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",19.0,19.0,8.0,https://pypi.org/project/mkdocs-custommill,209.0,209.0,9,True,3.0,,,,,,,,,,,,
151,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,80.0,80.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1919.0,1919.0,9,True,3.0,,,,,,,,,,,,
152,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23,2024-04-22 03:42:18,20.0,,,2.0,,,2.0,12.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,15.0,15.0,,https://pypi.org/project/mkdocs-categories-plugin,513.0,513.0,9,True,3.0,,,,,,,,,,,,
153,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2024-07-07 15:20:32,2024-07-07 15:20:11,54.0,2.0,2.0,1.0,14.0,7.0,3.0,11.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,4.0,4.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,129.0,129.0,9,True,3.0,,20.0,,,,,,,,,,
154,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2024-08-11 18:46:57,2024-08-11 18:45:30,55.0,6.0,1.0,2.0,,,5.0,10.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,2854.0,2854.0,9,True,3.0,,,,,,,,,,,,
155,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-04-24 19:25:35,2024-04-24 19:24:10,31.0,,1.0,1.0,,1.0,1.0,10.0,2024-04-24 19:35:48,0.2.6,3.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",4.0,4.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1427.0,1427.0,9,True,3.0,,,,,,,,,,,,
156,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20,2023-12-22 19:52:23,25.0,,9.0,5.0,13.0,,5.0,10.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,9770.0,9770.0,9,True,3.0,mdx_gh_links,,,,,,,,,,,
157,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2024-08-27 11:13:51,2024-08-27 11:09:26,107.0,3.0,1.0,3.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,3.0,3.0,5.0,https://pypi.org/project/mkdocs-nbconvert,601.0,601.0,9,True,3.0,,,,,,,,,,,,
158,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,9.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,25.0,25.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,209.0,209.0,9,True,3.0,,,,,,,,,,,,
159,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42,2021-08-24 18:08:03,70.0,,4.0,1.0,5.0,9.0,,9.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,4197.0,4197.0,9,True,3.0,,,,,,,,,,,,
160,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36,2024-02-25 21:22:03,10.0,,1.0,1.0,7.0,2.0,2.0,6.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,15.0,15.0,2.0,https://pypi.org/project/mkdocs-link-marker,1969.0,1969.0,9,True,3.0,,,,,,,,,,,,
161,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,18716.0,18716.0,9,True,2.0,mdx_breakless_lists,,,,,,,,,,,
162,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-add-teaser,304.0,304.0,9,True,3.0,,,,,,,,,,,,
163,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,4534.0,4534.0,9,True,2.0,mdx_asciimathml,,,,,,,,,,,
164,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2024-04-20 13:12:02,2024-04-20 13:11:58,50.0,,1.0,3.0,8.0,3.0,6.0,3.0,2022-09-05 07:55:17,0.0.7,6.0,VBA handler for mkdocstrings.,2.0,2.0,3.0,https://pypi.org/project/mkdocstrings-vba,58.0,58.0,9,True,3.0,,,,,,,,,,,,
165,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,25.0,25.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,3388.0,3388.0,9,True,3.0,,,,,,,,,,,,
166,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,34.0,34.0,,https://pypi.org/project/mkdocs-nav-enhancements,4825.0,4825.0,9,True,3.0,,,,,,,,,,,,
167,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-04-27 10:13:19,2024-04-27 10:13:11,48.0,,,3.0,,,,2.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,15.0,15.0,,https://pypi.org/project/mkdocs-code-validator,239.0,239.0,9,True,3.0,,,,,,,,,,,,
168,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2024-05-09 20:02:47,2024-05-09 19:59:09,16.0,,1.0,1.0,10.0,1.0,2.0,1.0,2024-05-09 20:02:47,1.0.0,7.0,MkDocs plugin for managing meta tags across folders and files.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-meta-manager,1406.0,1406.0,9,True,3.0,,,,,,,,,,,,
169,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2024-08-27 07:01:51,2024-08-27 07:01:21,53.0,48.0,,1.0,,,,,,,,Location-based breadcrumbs navigation.,,,3.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,853.0,853.0,9,True,3.0,,,,,,,,,True,,,
170,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2024-07-02 15:52:19,2024-07-02 15:51:38,4.0,4.0,,1.0,,,,,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,3.0,3.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,233.0,233.0,9,True,3.0,,,,,,,,,,,,
171,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,10.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,519.0,519.0,8,True,3.0,,,,,,,,,,,,
172,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,552.0,552.0,8,True,3.0,,,,,,,,,,,,
173,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,13.0,,,9.0,10.0,28.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,11036.0,11036.0,8,True,3.0,,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
174,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,4.0,3.0,5.0,,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,2883.0,2883.0,8,True,3.0,mdx_wikilink_plus,,,,,,,,,,,
175,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2024-03-07 04:51:29,2024-03-07 04:50:06,19.0,,2.0,2.0,1.0,1.0,2.0,12.0,2024-03-07 04:51:29,0.2.0,7.0,An MkDocs plugin that allows editing pages directly from the browser.,8.0,8.0,2.0,https://pypi.org/project/mkdocs-live-edit-plugin,301.0,301.0,8,True,3.0,,,,,,,,,,,,
176,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,13.0,13.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,156.0,156.0,8,True,3.0,,,,,,,,,,,,
177,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2024-06-19 14:53:09,2024-05-08 19:55:14,143.0,,1.0,2.0,1.0,2.0,15.0,8.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,4692.0,4692.0,8,True,3.0,,,,,,,,,,,,
178,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22,2024-06-21 15:57:18,131.0,3.0,2.0,1.0,3.0,1.0,,7.0,,,,svgbob extension for Python Markdown.,9.0,9.0,2.0,https://pypi.org/project/markdown-svgbob,220.0,220.0,8,True,3.0,markdown_svgbob,,,,,,,,,,,
179,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,6.0,,,,A documentation theme for mkdocs.,10.0,10.0,,https://pypi.org/project/mkdocs-moonstone,1499.0,1499.0,8,True,3.0,,,,,,,,,,,,
180,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,6.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,8.0,8.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,851.0,851.0,8,True,3.0,,,,,,,,,,,,
181,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39,2019-02-06 17:56:44,4.0,,1.0,2.0,2.0,1.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,26.0,26.0,,https://pypi.org/project/mkdocs-markdown-filter,453.0,453.0,8,True,3.0,,,,,,,,,,,,
182,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,34.0,34.0,,https://pypi.org/project/markdown-emdash,322.0,322.0,8,True,3.0,mdx_emdash,,,,,,,,,,,
183,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,3.0,1.0,5.0,,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,5.0,5.0,2.0,https://pypi.org/project/mkdocs-yamp,80.0,80.0,8,True,3.0,,,,,,,,,,,,
184,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,https://github.com/obegron/mkdocs-pipeline-visualizer,https://github.com/obegron/mkdocs-pipeline-visualizer,BSD-2-Clause,2024-08-07 10:03:40,2024-08-17 22:59:13,2024-08-17 22:59:10,76.0,76.0,,1.0,,,,1.0,,,,Generates MD documentation from tekton pipelines and tasks.,,,2.0,https://pypi.org/project/mkdocs-pipeline-visualizer,1149.0,1149.0,8,True,3.0,,,,,,,,,,,,
185,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-25 12:49:20,2024-08-25 12:48:41,31.0,17.0,1.0,1.0,18.0,,,1.0,2024-08-25 12:49:20,0.5.0,3.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,926.0,926.0,8,True,3.0,,,,,,,,,,,,
186,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,2.0,,,,1.0,,,,Disable Mkdocs sitemap generation.,11.0,11.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,12449.0,12449.0,8,True,3.0,,,,,,,,,,,,
