,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,open_issue_count,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
136,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40,2021-02-13 10:11:46,2.0,,4.0,,3.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,66.0,66.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,6876.0,6876.0,12,True,3.0,4.0,,,,,,,,,,,,,
137,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,246.0,246.0,12,True,3.0,,,,,,,,,,,,,,
138,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12,2018-12-02 17:21:33,82.0,,3.0,1.0,56.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,1374.0,1374.0,12,True,2.0,1.0,superscript,,,,,,,,,,,,
139,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44,2022-07-29 13:08:47,26.0,,32.0,7.0,10.0,7.0,82.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,4968.0,4968.0,11,True,2.0,1.0,markdown_checklist.extension,,,,,,,,,,,,
140,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10,2022-07-26 05:42:09,70.0,,3.0,3.0,3.0,5.0,59.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,89843.0,89843.0,11,True,3.0,4.0,mdx_include,,,,,,,,,,,,
141,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16,2024-01-04 14:08:12,43.0,,2.0,5.0,1.0,6.0,42.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",2.0,2.0,3.0,https://pypi.org/project/mkdocs-multirepo,619.0,619.0,11,True,3.0,,,,,,,,,,,,,,
142,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,16.0,2.0,6.0,4.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,102.0,102.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,6073.0,6073.0,11,True,3.0,2.0,,,,,,,,,,,,,
143,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/wsoft-ws/lantana,https://github.com/wsoft-ws/lantana,MIT,2022-10-27 17:47:25,2024-12-16 11:04:04,2024-12-16 11:02:19,175.0,,,1.0,49.0,18.0,20.0,2024-12-16 11:04:04,2.13.0,36.0,Lantana MKDocsHTML.,7.0,7.0,5.0,https://pypi.org/project/lantana,154.0,167.0,11,True,2.0,2.0,,,426.0,,,,,wsoft-ws/lantana,,,,,
144,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2025-04-29 16:40:44,2025-04-29 16:40:37,228.0,4.0,3.0,1.0,2.0,9.0,17.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,10059.0,10059.0,11,True,3.0,,,,,,,,,,,,,,
145,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42,2021-08-24 18:08:03,70.0,,5.0,,5.0,,13.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,16451.0,16451.0,11,True,2.0,9.0,,,,,,,,,,,,,
146,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51,2024-06-10 11:29:51,108.0,,5.0,1.0,30.0,24.0,9.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,145.0,150.0,11,True,3.0,13.0,,,265.0,,,,,,,,,,
147,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43,2024-01-23 09:36:42,22.0,,3.0,2.0,4.0,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-swan,370.0,370.0,11,True,2.0,,,,,,,,,,,,,,
148,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2025-01-24 12:27:58,2024-10-01 11:12:13,68.0,,1.0,3.0,14.0,7.0,4.0,2024-10-01 11:12:39,0.0.10,8.0,VBA handler for mkdocstrings.,3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,174.0,174.0,11,True,3.0,2.0,,,,,,,,,,,,,
149,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05,2022-07-10 05:32:27,36.0,,3.0,2.0,13.0,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,619.0,619.0,11,True,3.0,1.0,,,16.0,,,,,,,,,,
150,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-06-09 16:30:06,2024-06-09 16:25:33,34.0,,2.0,1.0,4.0,2.0,4.0,2024-06-09 16:30:34,1.4.0,4.0,Exclude orphaned (unused) static files from your mkdocs build.,22.0,22.0,3.0,https://pypi.org/project/mkdocs-exclude-unused-files,3140.0,3140.0,11,True,3.0,1.0,,,4.0,,,,,,,,,,
151,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33,2018-12-02 17:22:16,52.0,,1.0,1.0,62.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,400.0,400.0,11,True,2.0,2.0,subscript,,,,,,,,,,,,
152,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13,2023-08-31 15:32:44,51.0,,,3.0,11.0,,37.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,5.0,5.0,2.0,https://pypi.org/project/mkrefs,26.0,26.0,10,True,3.0,,,,,,,,,,,,,,
153,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,7.0,2.0,3.0,1.0,22.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,147.0,147.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,3983.0,3983.0,10,True,3.0,2.0,,,,,,,,,,,,,
154,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23,2024-04-22 03:42:18,20.0,,,2.0,,2.0,16.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,23.0,23.0,,https://pypi.org/project/mkdocs-categories-plugin,1260.0,1260.0,10,True,3.0,3.0,,,,,,,,,,,,,
155,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2025-05-06 19:12:36,2025-05-06 19:12:31,76.0,14.0,1.0,1.0,,6.0,14.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,5603.0,5603.0,10,True,3.0,1.0,,,,,,,,,,,,,
156,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,https://github.com/asiffer/mkdocs-shadcn,https://github.com/asiffer/mkdocs-shadcn,MIT,2025-02-02 15:16:24,2025-06-05 07:28:16,2025-05-21 08:20:50,83.0,40.0,2.0,1.0,1.0,1.0,10.0,2025-05-21 08:32:44,0.5.0,13.0,Documentation that also shines.,2.0,2.0,,https://pypi.org/project/mkdocs-shadcn,497.0,497.0,10,True,3.0,1.0,,,,,,,,,,,,,
157,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35,2024-01-31 08:38:05,158.0,,,9.0,3.0,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-kpn,903.0,903.0,10,True,3.0,,,,,,,,,,,,,,
158,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,64142.0,64142.0,10,True,2.0,1.0,mdx_breakless_lists,,,,,,,,,,,,
159,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-09-04 00:30:43,2024-07-22 10:45:28,222.0,,,2.0,38.0,,4.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,582.0,582.0,10,True,3.0,,,,,,,,,,,,,,
160,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,,,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,37.0,37.0,,https://pypi.org/project/mkdocs-nav-enhancements,5746.0,5746.0,10,True,3.0,1.0,,,,,,,,,,,,,
161,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,2.0,4.0,8.0,43.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,1803.0,1803.0,9,True,3.0,6.0,,,,,,,,,,,,,
162,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53,2022-03-01 08:52:15,12.0,,3.0,1.0,3.0,2.0,29.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,56364.0,56364.0,9,True,3.0,2.0,,,15.0,,,,,,,,,,
163,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,4.0,25.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",3.0,3.0,,https://pypi.org/project/Termage,20.0,20.0,9,True,3.0,1.0,,,,,,,,,,,,,
164,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48,2023-09-04 16:57:44,438.0,,,7.0,,1.0,24.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,8.0,8.0,3.0,https://pypi.org/project/docutools,94.0,94.0,9,True,3.0,1.0,,,,,,,,,,,,,
165,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2025-03-22 21:04:45,2025-03-22 21:04:38,844.0,2.0,9.0,3.0,4.0,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,,,4.0,https://pypi.org/project/pheasant,280.0,280.0,9,True,3.0,,,,,,,,,,,,,,
166,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2025-02-15 12:18:47,2025-02-10 20:56:54,180.0,,1.0,2.0,2.0,22.0,15.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,5075.0,5075.0,9,True,3.0,2.0,,,,,,,,,,,,,
167,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,6.0,1.0,,1.0,13.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,262.0,262.0,9,True,3.0,,,,,,,,,,,,,,
168,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12,2023-05-24 18:47:09,20.0,,5.0,1.0,2.0,7.0,12.0,,,,Python-Markdown plugin for image captions.,183.0,183.0,2.0,https://pypi.org/project/markdown-captions,2440.0,2440.0,9,True,3.0,1.0,markdown_captions,,,,,,,,,,,,
169,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,1.0,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,95.0,95.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1584.0,1584.0,9,True,3.0,,,,,,,,,,,,,,
170,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,https://github.com/Kl0ven/mkdocs-material-adr,https://github.com/Kl0ven/mkdocs-material-adr,Apache-2.0,2023-08-02 12:48:05,2025-04-03 09:04:18,2025-04-03 09:02:51,18.0,3.0,2.0,2.0,6.0,2.0,11.0,2025-04-03 09:04:18,1.2.1,10.0,ADR for MkDocss Material Theme.,8.0,8.0,2.0,https://pypi.org/project/mkdocs-material-adr,948.0,948.0,9,True,3.0,2.0,,,,,,,,,,,,,
171,mkdocs-azure-pipelines,,mkdocs-azure-pipelines,,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],api-docs,https://github.com/Wesztman/mkdocs-azure-pipelines,https://github.com/Wesztman/mkdocs-azure-pipelines,MIT,2023-08-20 14:57:31,2025-03-02 20:44:44,2025-03-02 20:44:40,84.0,,2.0,2.0,17.0,,11.0,2025-02-28 13:27:53,0.1.3,4.0,Generate mkdocs documentation from Azure Pipelines yaml files.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-azure-pipelines,29.0,29.0,9,True,3.0,1.0,,,,,,,,,,,,,
172,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20,2023-12-22 19:52:23,25.0,,9.0,4.0,13.0,5.0,11.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,10907.0,10907.0,9,True,3.0,,mdx_gh_links,,,,,,,,,,,,
173,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2025-05-03 23:49:56,2025-05-03 23:49:56,79.0,3.0,3.0,3.0,6.0,1.0,11.0,2020-07-16 04:50:53,0.2.3,1.0,,67.0,67.0,4.0,,,,9,True,3.0,7.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,
174,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,7.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,64.0,64.0,9,True,3.0,,,,,,,,,,,,,,
175,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2025-03-06 03:41:54,2024-11-23 00:57:44,73.0,,,1.0,41.0,5.0,6.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,9.0,9.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,101.0,101.0,9,True,3.0,1.0,,,,,,,,,['mkdocs_theme'],,,,
176,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,4.0,2.0,1.0,,6.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,693.0,693.0,9,True,3.0,,,,,,,,,,,,,,
177,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,1.0,1.0,,5.0,,,,MkDocs plugin for converting absolute links to relative ones.,35.0,35.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,2242.0,2242.0,9,True,3.0,1.0,,,,,,,,,,,,,
178,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,,5.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,46.0,46.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,503.0,503.0,9,True,3.0,3.0,,,,,,,,,,,,,
179,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19,2023-11-04 00:11:05,6.0,,,1.0,,,4.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,790.0,790.0,9,True,3.0,1.0,,,,,,,,,,,,,
180,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,1.0,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",7.0,7.0,3.0,https://pypi.org/project/mkdocs-add-teaser,409.0,409.0,9,True,3.0,,,,,,,,,,,,,,
181,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2025-04-18 13:20:46,2025-04-18 13:20:25,78.0,4.0,2.0,1.0,7.0,3.0,3.0,,,,Location-based breadcrumbs navigation.,8.0,8.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,698.0,698.0,9,True,3.0,2.0,,,,,,,,,,,,,
182,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2025-02-15 16:34:26,2025-02-15 16:22:48,52.0,,,2.0,,,3.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,17.0,17.0,,https://pypi.org/project/mkdocs-code-validator,242.0,242.0,9,True,3.0,,,,,,,,,,,,,,
183,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,5.0,1.0,6.0,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,198.0,198.0,9,True,3.0,,,,,,,,,,,,,,
184,mkdocs-apidescribed-plugin,,apidescribed,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,https://github.com/idlesign/mkdocs-apidescribed-plugin,https://github.com/idlesign/mkdocs-apidescribed-plugin,BSD-3-Clause,2025-05-09 11:17:42,2025-05-24 11:50:30,2025-05-24 11:50:21,46.0,46.0,,1.0,,,1.0,,,,mkdocs plugin to generate API documentation for Python programs.,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,1287.0,1287.0,9,True,3.0,2.0,,,,,,,,,,,,,
