,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,gitlab_id,gitlab_url,updated_github_id
159,linkpatcher-plugin,sekikawattt/mkdocs-linkpatcher-plugin,,['plugin'],links-refs,https://github.com/sekikawattt/mkdocs-linkpatcher-plugin,https://github.com/sekikawattt/mkdocs-linkpatcher-plugin,MIT,2018-03-13 14:45:50,2018-03-14 15:47:27,2018-03-14 15:31:29,7.0,,,,,,,,,,,a mkdocs plugin sets links semiautomatically.,,,2.0,,,,4,False,3.0,,,,,
160,blog,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,8.0,1.0,3.0,4.0,,15.0,,,,Blogging in mkdocs.,,,,,,,3,False,3.0,,,,,
161,autoreflinks,pauloue/mkdocs-autoreflinks-plugin,,['plugin'],links-refs,https://github.com/pauloue/mkdocs-autoreflinks-plugin,https://github.com/pauloue/mkdocs-autoreflinks-plugin,0BSD,2019-08-25 18:43:10,2021-02-13 22:17:31,2021-02-13 22:14:37,3.0,,,1.0,,,3.0,5.0,,,,An MkDocs plugin that auto-links heading references.,,,,,,,3,False,3.0,,,,,
162,sequence-js,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,MIT,2019-11-06 22:44:12,2020-02-28 16:45:04,2020-02-28 16:43:34,11.0,,1.0,2.0,,1.0,2.0,4.0,,,,MkDocs plugin to render sequence.js blocks.,,,,,,,3,False,3.0,,,,,
163,mkdocs_protobuf,rymurr/mkdocs-protobuf,mkdocs_protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2022-03-30 11:31:47,2022-03-30 11:31:58,19.0,,1.0,1.0,,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs_protobuf,120.0,120.0,3,False,3.0,,,,,
164,factsheet,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2019-12-05 10:10:40,2019-12-05 10:10:37,8.0,,1.0,20.0,1.0,,1.0,2.0,,,,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,3.0,,,,3,False,3.0,,,,,
165,schema-reader,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,2.0,https://pypi.org/project/mkdocs-schema-reader,280.0,280.0,3,False,3.0,,,,,
166,python-mkblog,derJD/python-mkblog,mkblog,['plugin'],blogging,https://github.com/derJD/python-mkblog,https://github.com/derJD/python-mkblog,MIT,2021-03-19 12:48:35,2021-04-14 14:46:30,2021-04-14 14:44:42,20.0,,1.0,2.0,,,,1.0,,,,This is a MkDocs Plugin adding basic blogging functionality by parsing a `blog` directory ontop of your usual `docs`..,,,2.0,https://pypi.org/project/mkblog,26.0,26.0,3,False,3.0,,,,,
167,docstyler,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,https://github.com/hfagerlund/mkdocs-docstyler-plugin,https://github.com/hfagerlund/mkdocs-docstyler-plugin,BSD-3-Clause,2019-02-10 21:05:18,2019-02-17 04:17:30,2019-02-16 01:29:25,2.0,,,1.0,,,,,,,,Plugin to add alternative stylesheets to MkDocs custom themes.,,,,,,,3,False,3.0,,,,,
168,mkdocs-copy,chikamichi/mkdocs-copy,mkdocs-copy,['plugin'],nav-pages,https://github.com/chikamichi/mkdocs-copy,https://github.com/chikamichi/mkdocs-copy,MIT,2021-09-11 17:22:19,2021-09-21 14:19:26,2021-09-21 14:19:26,2.0,,,1.0,,1.0,,,,,1.0,A MkDocs plugin that lets you copy (and maybe transform) arbitrary doc files to the build.,,,,https://pypi.org/project/mkdocs-copy,9.0,9.0,3,False,3.0,1.0,,,,
169,Inspired,rnason/mkdocs-inspired,mkdocs-inspired,['theme'],theming,https://github.com/rnason/MKDocs-Inspired,https://github.com/rnason/MKDocs-Inspired,MIT,2016-07-18 21:33:32,2016-07-19 00:00:19,2016-07-18 23:59:56,2.0,,,2.0,,,,,,,,Mkdocs mobile responsive theme with slider navigation inspired by bootswatch flatly.,2.0,2.0,,https://pypi.org/project/mkdocs-inspired,7.0,7.0,3,False,3.0,,,,,
170,Cluster,,mkdocs-cluster,['theme'],theming,,https://gitlab.com/kaliko/mkdocs-cluster,,2016-06-02 15:03:33,2016-06-02 15:03:33,,,,1.0,,,,1.0,3.0,,,0.0,Another bootstrap theme for MkDocs.,,,,https://pypi.org/project/mkdocs-cluster,117.0,117.0,2,False,3.0,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,
171,mkdocs-yaarg-plugin,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],api-docs,https://github.com/g6123/mkdocs-yaarg-plugin,https://github.com/g6123/mkdocs-yaarg-plugin,,2021-02-27 18:13:10,2021-03-14 14:58:43,2021-03-14 14:58:01,18.0,,,1.0,1.0,,,2.0,2021-03-14 14:59:09,0.0.1a5,1.0,Yet Another API Reference Generator plugin for MKDocs.,,,,https://pypi.org/project/mkdocs-yaarg-plugin,52.0,52.0,2,False,3.0,,,,,
172,emailprotect,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,https://github.com/rkoe/mkdocs-emailprotect,https://github.com/rkoe/mkdocs-emailprotect,MIT,2020-01-07 21:52:50,2020-01-21 00:13:01,2020-01-21 00:13:00,4.0,,,2.0,,,1.0,1.0,,,,A MkDocs plugin that tries to obscure email-addresses from address-harvesting spam-bots.,,,,,,,2,False,3.0,,,,,
173,helm,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,https://github.com/M00nF1sh/mkdocs-helm,https://github.com/M00nF1sh/mkdocs-helm,Apache-2.0,2018-11-19 23:21:08,2021-08-11 10:10:01,2018-11-21 02:32:03,2.0,,1.0,1.0,3.0,,,1.0,,,,An mkdocs plugin that turns docs website into helm repository.,,,,https://pypi.org/project/mkdocs-helm,13.0,13.0,2,False,3.0,,,,,
174,MkHack3rs,,,['project'],charts,,https://eskool.gitlab.io/mkhack3rs/,,2021-05-01 11:44:57,2021-05-01 11:44:57,,,,0.0,,,,,,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,,,2,False,3.0,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,
175,pagenav-generator,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,https://github.com/Andre601/mkdocs-pagenav-generator,https://github.com/Andre601/mkdocs-pagenav-generator,MIT,2021-02-22 23:26:06,2022-04-17 15:52:15,2022-04-17 15:52:15,17.0,,1.0,2.0,1.0,,1.0,1.0,,,,Little something to automatically generate a Navigation within a page itself. Depends on Awesome-pages.,,,2.0,,,,1,False,3.0,,,,,
176,filename-title,mipro98/mkdocs-filename-title-plugin,,['plugin'],nav-pages,https://github.com/mipro98/mkdocs-filename-title-plugin,https://github.com/mipro98/mkdocs-filename-title-plugin,AGPL-3.0,2020-04-25 08:37:18,2020-04-25 09:54:42,2020-04-25 09:54:34,2.0,,1.0,2.0,,,,1.0,,,,A mkdocs plugin which lets you use filenames as page tiltles.,,,,,,,1,False,3.0,,,,,
177,mkdocs-autozip,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],site-conversion,https://github.com/martinohanlon/mkdocs_autozip,https://github.com/martinohanlon/mkdocs_autozip,,2020-08-12 14:55:13,2020-11-04 15:56:56,2020-11-04 15:56:40,9.0,,,1.0,,,1.0,1.0,,,,A mkdocs plugin for auto zipping the document source.,,,,https://pypi.org/project/mkdocs-autozip,23.0,23.0,1,False,3.0,,,,,
178,ansible-document,,ansible-mkdocs,['plugin'],api-docs,,,,,,,,,,,,,,,,,,Auto-generate ansible role documentation.,,,,https://pypi.org/project/ansible-mkdocs,29.0,29.0,1,False,3.0,,,,,
179,mkdocs-pug,vzhong/mkdocs_pug,mkdocs-pug,['plugin'],nav-pages,https://github.com/vzhong/mkdocs_pug,https://github.com/vzhong/mkdocs_pug,,2021-10-20 07:17:04,2021-10-20 08:15:06,2021-10-20 08:15:04,2.0,,,2.0,,,,,,,,Use pug templates with your mkdocs template.,,,,https://pypi.org/project/mkdocs-pug,18.0,18.0,1,False,3.0,,,,,
180,Mkdocs translations plugin,,mkdocs-translations,['plugin'],i18n-l10n,,,,,,,,,,,,,,,,,,Internationalization plugin for mkdocs.,,,,https://pypi.org/project/mkdocs-translations,18.0,18.0,0,False,,,,,,
