,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,new_addition,gitlab_id,gitlab_url,bitbucket_id
139,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-02-21 19:46:16,2023-10-20 02:33:49,204.0,,,3.0,32.0,,,3.0,2022-11-20 04:04:00,-1.5.1,15.0,Plugin for safe text editing with MKDocs.,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,656.0,656.0,10,True,3.0,,,,,,,,,,,,
140,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2024-04-20 14:33:25,2024-04-20 14:32:58,47.0,9.0,,1.0,,5.0,4.0,1.0,2024-03-01 17:10:18,0.0.13,8.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",5.0,5.0,,https://pypi.org/project/mkdocs-pagetree-plugin,412.0,412.0,10,True,3.0,,,,,,,,,,,,
141,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,6.0,8.0,42.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,830.0,830.0,9,True,3.0,,,,,,,,,,,,
142,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53,2022-03-01 08:52:15,12.0,,1.0,1.0,2.0,2.0,2.0,24.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,69873.0,69873.0,9,True,3.0,,,8.0,,,,,,,,,
143,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48,2023-09-04 16:57:44,438.0,,,7.0,,1.0,1.0,19.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,6.0,6.0,3.0,https://pypi.org/project/docutools,298.0,298.0,9,True,3.0,,,,,,,,,,,,
144,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2023-07-31 09:20:53,2023-07-31 09:20:53,8.0,,1.0,2.0,,1.0,1.0,13.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,9.0,9.0,,https://pypi.org/project/mkdocs-site-urls,2437.0,2437.0,9,True,3.0,,,,,,,,,,,,
145,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,12.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",18.0,18.0,8.0,https://pypi.org/project/mkdocs-custommill,208.0,208.0,9,True,3.0,,,,,,,,,,,,
146,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,11.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,70.0,70.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1231.0,1231.0,9,True,3.0,,,,,,,,,,,,
147,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2024-02-08 19:20:08,2024-02-08 19:20:01,49.0,3.0,1.0,2.0,,,5.0,9.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,1206.0,1206.0,9,True,3.0,,,,,,,,,,,,
148,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42,2021-08-24 18:08:03,70.0,,4.0,1.0,5.0,9.0,,9.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,2219.0,2219.0,9,True,3.0,,,,,,,,,,,,
149,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2024-04-09 01:35:38,2024-04-09 01:27:13,103.0,21.0,1.0,3.0,1.0,,1.0,6.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,2.0,2.0,5.0,https://pypi.org/project/mkdocs-nbconvert,562.0,562.0,9,True,3.0,,,,,,,,,,,,
150,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,6.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,22.0,22.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,157.0,157.0,9,True,3.0,,,,,,,,,,,,
151,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2023-08-14 22:07:46,2023-01-07 23:04:02,49.0,,,2.0,28.0,1.0,4.0,5.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,6.0,6.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,116.0,116.0,9,True,3.0,,,,,,,,['mkdocs_theme'],,,,
152,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,5.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,19262.0,19262.0,9,True,2.0,mdx_breakless_lists,,,,,,,,,,,
153,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-04-24 19:25:35,2024-04-24 19:24:10,31.0,31.0,,1.0,,,1.0,3.0,2024-04-24 19:35:48,0.2.6,3.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",1.0,1.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,396.0,396.0,9,True,3.0,,,,,,,,,True,,,
154,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39,2019-02-06 17:56:44,4.0,,1.0,2.0,2.0,1.0,,3.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,20.0,20.0,,https://pypi.org/project/mkdocs-markdown-filter,510.0,510.0,9,True,3.0,,,,,,,,,,,,
155,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,21.0,21.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,2768.0,2768.0,9,True,3.0,,,,,,,,,,,,
156,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,32.0,32.0,,https://pypi.org/project/mkdocs-nav-enhancements,4766.0,4766.0,9,True,3.0,,,,,,,,,,,,
157,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40,2021-02-13 10:11:46,2.0,,2.0,,2.0,4.0,,2.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,22.0,22.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,5311.0,5311.0,9,True,3.0,,,,,,,,,,,,
158,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2024-02-11 18:54:32,2024-02-03 21:52:45,47.0,1.0,,3.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,13.0,13.0,,https://pypi.org/project/mkdocs-code-validator,364.0,364.0,9,True,3.0,,,,,,,,,,,,
159,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,9.0,4.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,632.0,632.0,8,True,3.0,,,,,,,,,,,,
160,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,33.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,456.0,456.0,8,True,3.0,,,,,,,,,,,,
161,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,20.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",1.0,1.0,,https://pypi.org/project/Termage,146.0,146.0,8,True,3.0,,,,,,,,,,,,
162,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,3.0,3.0,5.0,,6.0,14.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,3416.0,3416.0,8,True,3.0,mdx_wikilink_plus,,,,,,,,,,,
163,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20,2023-12-22 19:52:23,25.0,,10.0,5.0,13.0,,5.0,10.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,7950.0,7950.0,8,True,3.0,mdx_gh_links,,,,,,,,,,,
164,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,10.0,10.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,163.0,163.0,8,True,3.0,,,,,,,,,,,,
165,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2024-03-07 04:51:29,2024-03-07 04:50:06,19.0,7.0,1.0,2.0,1.0,1.0,2.0,9.0,2024-03-07 04:51:29,0.2.0,7.0,An MkDocs plugin that allows editing pages directly from the browser.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-live-edit-plugin,127.0,127.0,8,True,3.0,,,,,,,,,,,,
166,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24,2021-07-10 04:26:08,101.0,,,2.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,6.0,6.0,,https://pypi.org/project/inari,158.0,158.0,8,True,3.0,,,,,,,,,,,,
167,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,7.0,7.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,726.0,726.0,8,True,3.0,,,,,,,,,,,,
168,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-add-teaser,245.0,245.0,8,True,3.0,,,,,,,,,,,,
169,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,33.0,33.0,,https://pypi.org/project/markdown-emdash,186.0,186.0,8,True,3.0,mdx_emdash,,,,,,,,,,,
170,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,4.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,15.0,15.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,2058.0,2058.0,8,True,3.0,,,,,,,,,,,,
171,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-01-27 19:48:40,2024-01-27 19:32:37,26.0,5.0,,1.0,2.0,,2.0,2.0,2024-01-27 19:49:06,1.3.0,3.0,Exclude orphaned (unused) static files from your mkdocs build.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-unused-files,738.0,738.0,8,True,3.0,,,,,,,,,,,,
172,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2023-04-06 21:54:07,2023-03-24 13:25:32,15.0,,1.0,1.0,10.0,2.0,1.0,1.0,2023-03-24 13:25:47,0.2.1,6.0,MkDocs plugin for managing meta tags across folders and files.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-meta-manager,1866.0,1866.0,8,True,3.0,,,,,,,,,,,,
173,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2024-03-07 10:42:21,2024-03-07 10:37:20,103.0,5.0,1.0,1.0,2.0,2.0,7.0,1.0,2024-03-07 10:42:02,0.0.20,9.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,235.0,235.0,8,True,3.0,,,,,,,,,,,,
174,mkdocs-required-frontmatter-plugin,,required-frontmatter,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,MIT,2024-03-21 21:39:23,2024-03-22 00:55:29,2024-03-22 00:55:29,5.0,5.0,,1.0,,,,,2024-03-21 21:51:06,0.0.2,2.0,This MkDocs plugin enforces required frontmatter for documentation pages.,,,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,27.0,27.0,8,True,3.0,,-1.0,,,,,,,,,,
175,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,6.0,3.0,4.0,1.0,42.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,67.0,67.0,7,True,3.0,,,,,,,,,,,,
176,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,3.0,,,4.0,3.0,31.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,6128.0,6128.0,7,True,3.0,,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
177,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,8.0,10.0,27.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,7143.0,7143.0,7,True,3.0,,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
178,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39,2018-12-09 18:27:54,37.0,,11.0,5.0,7.0,3.0,4.0,11.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,33.0,33.0,7,True,3.0,iconfonts,,,,,,,,,,,
179,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2023-03-05 16:51:03,2023-01-29 20:40:28,64.0,,2.0,3.0,5.0,6.0,1.0,9.0,2020-07-16 04:50:53,0.2.3,1.0,,49.0,49.0,3.0,,,,7,True,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,
180,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2023-12-21 14:14:43,2023-12-21 14:13:55,8.0,,1.0,1.0,1.0,,1.0,4.0,2023-12-21 14:14:44,1.0.2,2.0,The Mkdocs-Typedoc Plugin is designed to integrate TypeDoc documentation with your MkDocs project.,,,2.0,https://pypi.org/project/mkdocs-typedoc,245.0,245.0,7,True,3.0,,,,,,,,,,,,
181,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24,2023-06-07 17:08:20,19.0,,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,,,,https://pypi.org/project/mkjsfiddle,112.0,112.0,7,True,3.0,,,,,,,,,,,,
182,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,69.0,69.0,7,True,3.0,mdx_asciimathml,,,,,,,,,,,
183,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,1.0,3.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,1464.0,1464.0,7,True,3.0,,,,,,,,,,,,
184,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,3.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,4.0,4.0,,https://pypi.org/project/mkpatcher,239.0,239.0,7,True,3.0,mkpatcher,,,,,,,,,,,
185,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01,2022-10-10 22:57:20,27.0,,2.0,1.0,5.0,,,1.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-yamp,112.0,112.0,7,True,3.0,,,,,,,,,,,,
186,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,6.0,6.0,,https://pypi.org/project/mkdocs-entangled-plugin,95.0,95.0,7,True,3.0,,,,,,,,,,,,
187,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,2.0,,,,,,,,Disable Mkdocs sitemap generation.,7.0,7.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,2732.0,2732.0,7,True,3.0,,,,,,,,,,,,
188,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,4.0,1.0,3.0,2.0,30.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,,,,,
