,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,pypi,gitlab_id,gitlab_url,bitbucket_id
139,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33.000000,2018-12-02 17:22:16,52.0,,1.0,1.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,9,True,2.0,,subscript,,,,,,,,,,,,
140,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12.000000,2018-12-02 17:21:33,82.0,,3.0,1.0,56.0,1.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,9,True,2.0,,superscript,,,,,,,,,,,,
141,authors,,authors,,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],nav-pages,https://github.com/thomaszwagerman/mkdocs-authors-plugin,https://github.com/thomaszwagerman/mkdocs-authors-plugin,MIT,2025-07-29 13:44:32,2025-08-05 16:33:26.000000,2025-08-05 16:33:05,34.0,34.0,,,,,3.0,,2025-07-30 13:40:40,0.1.0,1.0,MkDocs plugin to display authors dynamically on a template using an .authors.yml file.,,,,https://pypi.org/project/mkdocs-authors-plugin,9,True,2.0,,,,,,,,,,,,,,
142,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44.000000,2022-07-29 13:08:47,26.0,,32.0,7.0,10.0,1.0,7.0,84.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,8,True,2.0,,markdown_checklist.extension,,,,,,,,,,,,
143,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2024-09-23 02:39:43.000000,2024-09-23 02:39:43,89.0,,13.0,2.0,15.0,3.0,12.0,76.0,2024-05-26 19:20:40,0.1.2,6.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,8,True,3.0,,,11.0,0.0,,,,,,,,,,
144,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32.000000,2023-06-08 06:20:31,33.0,,14.0,3.0,11.0,,,54.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,8,True,3.0,,,,,,,,,,,,,,
145,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06.000000,2020-09-04 08:27:56,12.0,,3.0,2.0,1.0,1.0,2.0,31.0,,,,MkDocs plugin to render Diagrams files.,76.0,76.0,,https://pypi.org/project/mkdocs-diagrams,8,True,3.0,,,,,,,,,,,,,,
146,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56.000000,2023-06-21 16:32:25,22.0,,2.0,1.0,13.0,5.0,3.0,30.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,8,True,3.0,,mkdocs-typer,,,,,,,,,,,,
147,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45.000000,2019-05-26 05:43:37,9.0,,16.0,2.0,6.0,2.0,4.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,106.0,106.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,8,True,3.0,,,,,,,,,,,,,,
148,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2025-03-22 21:04:45.000000,2025-03-22 21:04:38,844.0,,9.0,3.0,4.0,,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,,,4.0,https://pypi.org/project/pheasant,8,True,2.0,,,,,,,,,,,,,,
149,mkdocs-azure-pipelines,,mkdocs-azure-pipelines,,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],api-docs,https://github.com/Wesztman/mkdocs-azure-pipelines,https://github.com/Wesztman/mkdocs-azure-pipelines,MIT,2023-08-20 14:57:31,2025-08-05 08:57:09.000000,2025-03-02 20:44:40,84.0,,2.0,2.0,20.0,1.0,,11.0,2025-02-28 13:27:53,0.1.3,4.0,Generate mkdocs documentation from Azure Pipelines yaml files.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-azure-pipelines,8,True,3.0,,,,,,,,,,,,,,
150,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2025-05-03 23:49:56.000000,2025-05-03 23:49:56,79.0,,3.0,3.0,6.0,7.0,1.0,11.0,2020-07-16 04:50:53,0.2.3,1.0,,68.0,68.0,4.0,,8,True,2.0,,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,
151,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2025-05-04 09:38:50.000000,2025-05-04 09:38:47,220.0,,,1.0,4.0,,1.0,10.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",10.0,10.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,8,True,3.0,,,24.0,1.0,,,,,,,,,,
152,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35.000000,2024-01-31 08:38:05,158.0,,,9.0,3.0,,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-kpn,8,True,3.0,,,,,,,,,,,,,,
153,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29.000000,2024-05-06 16:43:16,8.0,,,3.0,,,2.0,8.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,74.0,74.0,,https://pypi.org/project/markdown-version-annotations,8,True,3.0,,markdown_version_annotations,26.0,0.0,,,,,,,,,,
154,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2025-03-06 03:41:54.000000,2024-11-23 00:57:44,73.0,,,1.0,41.0,1.0,5.0,7.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,9.0,9.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,8,True,3.0,,,,,,,,,,['mkdocs_theme'],,,,
155,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26.000000,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,,7.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,8,True,3.0,,,,,,,,,,,,,,
156,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15.000000,2024-01-16 17:52:15,39.0,,10.0,2.0,7.0,,9.0,5.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,8,True,2.0,,markdown_inline_graphviz,,,,,,,,,,,,
157,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05.000000,2022-07-10 05:32:27,36.0,,3.0,2.0,13.0,1.0,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,8,True,2.0,,,16.0,0.0,,,,,,,,,,
158,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-09-04 00:30:43.000000,2024-07-22 10:45:28,222.0,,,2.0,38.0,,,4.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,8,True,3.0,,,,,,,,,,,,,,
159,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2025-01-20 21:57:36.000000,2025-01-20 21:56:55,19.0,,1.0,1.0,13.0,1.0,3.0,3.0,2025-01-20 21:57:36,1.1.0,8.0,MkDocs plugin for managing meta tags across folders and files.,15.0,15.0,3.0,https://pypi.org/project/mkdocs-meta-manager,8,True,2.0,,,,,,,,,,,,,,
160,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2025-01-14 19:00:35.000000,2025-01-14 19:00:29,89.0,,10.0,1.0,9.0,8.0,10.0,138.0,,,,Python markdown terminal. Built for mkdocs.,,,6.0,https://pypi.org/project/termynal,7,True,3.0,,,,,,,,,,,,,,
161,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-12-04 02:34:50.000000,2023-12-04 02:34:50,136.0,,2.0,2.0,30.0,,17.0,29.0,2023-11-20 18:24:40,0.6.6,18.0,A mkdocs plugin that excludes selected chapters from the docs search index.,,,6.0,https://pypi.org/project/mkdocs-exclude-search,7,True,2.0,,,16.0,0.0,,,,,,,,,,
162,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55.000000,2020-07-14 09:36:02,8.0,,7.0,2.0,3.0,2.0,1.0,22.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,149.0,149.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,7,True,3.0,,,,,,,,,,,,,,
163,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-08-13 12:52:42.000000,2023-12-28 18:41:22,14.0,,7.0,3.0,12.0,1.0,3.0,19.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,7,True,3.0,,,,,,,,,,,,,,
164,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23.000000,2024-04-22 03:42:18,20.0,,,2.0,,3.0,2.0,16.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,23.0,23.0,,https://pypi.org/project/mkdocs-categories-plugin,7,True,3.0,,,,,,,,,,,,,,
165,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19.000000,2022-03-10 22:04:06,184.0,,6.0,1.0,,,1.0,15.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,7,True,3.0,,,,,,,,,,,,,,
166,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-07-14 20:12:42.000000,2021-08-24 18:08:03,70.0,,6.0,,6.0,10.0,,13.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,7,True,2.0,,,,,,,,,,,,,,
167,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2025-05-02 12:31:47.000000,2025-05-02 12:31:47,14.0,,3.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,7,True,3.0,,,,,,,,,,,,,,
168,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2025-07-22 06:36:07.000000,2025-07-22 06:36:01,45.0,18.0,3.0,2.0,2.0,,6.0,7.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,7,True,3.0,,,,,,,,,,,,,,
169,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/samcomi/mkdocs-gitsnippet-plugin,https://github.com/samcomi/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15.000000,2020-11-15 20:10:06,14.0,,4.0,2.0,1.0,,,7.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,10.0,10.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,7,True,3.0,,,,,,,,,samcomi/mkdocs-gitsnippet-plugin,,,,,
170,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08.000000,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,3.0,,5.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,47.0,47.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,7,True,3.0,,,,,,,,,,,,,,
171,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19.000000,2023-11-04 00:11:05,6.0,,1.0,1.0,,1.0,,4.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,7,True,3.0,,,,,,,,,,,,,,
172,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24.000000,2023-06-07 17:08:20,19.0,,,1.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,3.0,3.0,,https://pypi.org/project/mkjsfiddle,7,True,3.0,,,,,,,,,,,,,,
173,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43.000000,2022-11-08 11:56:59,33.0,,1.0,1.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",7.0,7.0,3.0,https://pypi.org/project/mkdocs-add-teaser,7,True,3.0,,,,,,,,,,,,,,
174,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2025-02-15 16:34:26.000000,2025-02-15 16:22:48,52.0,,,2.0,,,,3.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,17.0,17.0,,https://pypi.org/project/mkdocs-code-validator,7,True,2.0,,,,,,,,,,,,,,
175,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01.000000,2022-10-10 22:57:20,27.0,,5.0,1.0,6.0,,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,7,True,3.0,,,,,,,,,,,,,,
176,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10.000000,2022-07-26 05:42:09,70.0,,3.0,3.0,3.0,4.0,5.0,61.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,6,True,3.0,,mdx_include,,,,,,,,,,,,
177,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21.000000,2020-12-29 08:32:20,13.0,,10.0,5.0,3.0,4.0,1.0,44.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,6,True,3.0,,,,,,,,,,,,,,
178,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31.000000,2021-09-02 19:03:31,7.0,,19.0,1.0,5.0,6.0,8.0,43.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,6,True,3.0,,,,,,,,,,,,,,
179,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41.000000,2022-05-12 18:17:41,65.0,,11.0,3.0,,,4.0,37.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,6,True,3.0,,,,,,,,,,,,,,
180,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01.000000,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,6,True,3.0,,,,,,,,,,,,,,
181,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2025-04-29 16:40:44.000000,2025-04-29 16:40:37,228.0,,3.0,1.0,2.0,,9.0,18.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,6,True,3.0,,,,,,,,,,,,,,
182,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2025-02-15 12:18:47.000000,2025-02-10 20:56:54,180.0,,1.0,2.0,2.0,2.0,22.0,16.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,6,True,3.0,,,,,,,,,,,,,,
183,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,https://github.com/Kl0ven/mkdocs-material-adr,https://github.com/Kl0ven/mkdocs-material-adr,Apache-2.0,2023-08-02 12:48:05,2025-04-03 09:04:18.000000,2025-04-03 09:02:51,18.0,,2.0,2.0,6.0,2.0,2.0,13.0,2025-04-03 09:04:18,1.2.1,10.0,ADR for MkDocss Material Theme.,9.0,9.0,2.0,https://pypi.org/project/mkdocs-material-adr,6,True,3.0,,,,,,,,,,,,,,
184,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39.000000,2018-12-09 18:27:54,37.0,,11.0,4.0,7.0,3.0,4.0,13.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,6,True,3.0,,iconfonts,,,,,,,,,,,,
185,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12.000000,2023-05-24 18:47:09,20.0,,5.0,1.0,2.0,1.0,7.0,12.0,,,,Python-Markdown plugin for image captions.,185.0,185.0,2.0,https://pypi.org/project/markdown-captions,6,True,3.0,,markdown_captions,,,,,,,,,,,,
186,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49.000000,2020-03-27 04:57:31,2.0,,2.0,1.0,,,,12.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,97.0,97.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,6,True,3.0,,,,,,,,,,,,,,
187,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54.000000,2021-10-21 22:55:54,10.0,,2.0,2.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,23.0,23.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,6,True,3.0,,,,,,,,,,,,,,
188,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://github.com/AIboy996/mkdocs-ai-summary,https://aiboy996.github.io/mkdocs-ai-summary/,MIT,2024-05-22 14:11:24,2024-12-27 17:48:11.000000,2024-12-27 17:48:02,28.0,,,1.0,4.0,,,10.0,,,,A mkdocs plugin to generage summary with the help of AI.,3.0,3.0,,https://pypi.org/project/mkdocs-ai-summary,6,True,3.0,,,,,,,,,,,,,,
