,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,extra_dependencies,github_release_downloads,trending,updated_github_id,shadowed,gitlab_id,gitlab_url
142,link-marker,,link-marker,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2023-02-07 20:12:48,2023-02-07 20:12:30,7.0,,,1.0,4.0,2.0,,3.0,2023-02-07 20:12:48,0.1.2,2.0,MkDocs plugin for marking links e.g. external ones or mails.,,,,https://pypi.org/project/mkdocs-link-marker,468.0,468.0,8,False,3.0,,,,,,,,
143,mkdocs-nav-weight,,mkdocs-nav-weight,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2022-09-29 08:27:03,2022-09-29 08:25:16,19.0,,,1.0,,,,3.0,2022-09-29 08:27:03,0.0.8,5.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",,,,https://pypi.org/project/mkdocs-nav-weight,410.0,410.0,8,False,3.0,,,,,,,,
144,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,2.0,,,,WIP plugin for working with titles of pages in MkDocs.,32.0,32.0,,https://pypi.org/project/mkdocs-nav-enhancements,4716.0,4716.0,8,False,3.0,,,,,,,,
145,toc-sidebar,,toc-sidebar,midnightprioriem/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,3.0,3.0,3.0,,2.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,22.0,22.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,380.0,380.0,8,False,3.0,,,,,zachhannum/mkdocs-toc-sidebar-plugin,,,
146,meta-manager,,meta-manager,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2023-04-06 21:54:07,2023-03-24 13:25:32,15.0,,1.0,1.0,10.0,2.0,,1.0,2023-03-24 13:25:47,0.2.1,6.0,MkDocs plugin for managing meta tags across folders and files.,,,3.0,https://pypi.org/project/mkdocs-meta-manager,544.0,544.0,8,False,3.0,,,,,,,,
147,mkdocs-code-validator,,code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2023-08-01 20:48:09,2023-08-01 20:45:55,30.0,1.0,,2.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,11.0,11.0,,https://pypi.org/project/mkdocs-code-validator,176.0,176.0,8,False,3.0,,,,,,,,
148,mkdocs-exclude-unused-files,,exclude-unused-files,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2023-05-24 16:51:34,2023-05-24 16:44:15,21.0,11.0,1.0,1.0,2.0,,1.0,1.0,2023-05-24 17:04:09,1.2.1,2.0,Exclude orphaned (unused) static files from your mkdocs build.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-exclude-unused-files,611.0,611.0,8,False,3.0,,,,,,,,
149,Unidata,unidata,,mjames-upc/mkdocs-unidata,mkdocs-unidata,['theme'],theming,https://github.com/mjames-upc/mkdocs-unidata,https://github.com/mjames-upc/mkdocs-unidata,MIT,2017-04-13 14:51:01,2017-09-27 18:46:20,2017-09-27 18:46:04,760.0,,2.0,2.0,,,,,2017-04-14 16:21:33,1.5.6,1.0,Custom MkDocs Material Design Theme.,,,16.0,https://pypi.org/project/mkdocs-unidata,82.0,82.0,8,True,3.0,,,,,,,,
150,automacdoc,,,AlexandreKempf/automacdoc,,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,5.0,3.0,4.0,1.0,40.0,,,,Automatic generation of documentation for mkdocs.,4.0,4.0,6.0,,,,7,True,3.0,,,,,,,,
151,GitBook,gitbook,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,7.0,10.0,27.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,6290.0,6290.0,7,True,3.0,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme
152,Wikilink Plus,,,neurobin/mdx_wikilink_plus,mdx_wikilink_plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,2.0,3.0,5.0,,6.0,14.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx_wikilink_plus,1471.0,1471.0,7,False,3.0,mdx_wikilink_plus,,,,,,,
153,Termage,,termage,bczsalba/Termage,,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,13.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",1.0,1.0,,,,,7,False,3.0,,,,,,,,
154,inari,,inari,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2021-07-10 04:26:16,2021-07-10 04:26:08,101.0,,,2.0,,1.0,1.0,6.0,,,,Write docstrings in markdown!.,4.0,4.0,,https://pypi.org/project/inari,247.0,247.0,7,False,3.0,,,,,,,,
155,nbconvert,,nbconvert,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2023-06-29 06:44:10,2023-06-29 06:39:53,81.0,25.0,1.0,2.0,1.0,,1.0,6.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,2.0,2.0,5.0,https://pypi.org/project/mkdocs-nbconvert,77.0,77.0,7,False,3.0,,,,,,,,
156,markdown-filter,,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2019-02-06 17:56:45,2019-02-06 17:56:44,4.0,,,2.0,,1.0,,2.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,16.0,16.0,,https://pypi.org/project/mkdocs-markdown-filter,267.0,267.0,7,False,3.0,,,,,,,,
157,branchcustomization,,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,3.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,13.0,13.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,265.0,265.0,7,False,3.0,,,,,,,,
158,mkpatcher,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,3.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,2.0,2.0,,https://pypi.org/project/mkpatcher,1488.0,1488.0,7,False,3.0,mkpatcher,,,,,,,
159,badges,,badges,six-two/mkdocs-badges,mkdocs-badges,['plugin'],other,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2023-08-01 16:44:22,2023-08-01 16:43:44,41.0,4.0,1.0,2.0,,,3.0,2.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,673.0,673.0,7,False,3.0,,,,,,,,
160,mkdocs-yamp,,yamp,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2022-10-10 22:57:21,2022-10-10 22:57:20,27.0,,1.0,1.0,5.0,,,1.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-yamp,290.0,290.0,7,False,3.0,,,,,,,,
161,select-files,,select-files,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56,2019-09-05 06:58:14,8.0,,,1.0,,,,,,,,Filter pages for assignments.,7.0,7.0,,https://pypi.org/project/mkdocs-select-files,21.0,21.0,7,True,3.0,,,,,,,,
162,BOOTSTRAP386,bootstrap386,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,2.0,,,4.0,3.0,30.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,4650.0,4650.0,6,True,3.0,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386
163,swagger,,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,
164,doxygen,,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,3.0,3.0,2.0,2.0,,14.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,False,3.0,,,,,,,,
165,mk2pdf-export,,mk2pdf-export,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,6.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",1.0,1.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,74.0,74.0,6,False,3.0,,,,,,,,
166,progress,,progress,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,4.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,22.0,22.0,3.0,,,,6,False,3.0,,,,,,,,
167,Nature,nature,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-08-10 14:59:33,2023-08-10 14:46:36,34.0,2.0,1.0,2.0,4.0,,,3.0,,,,A MkDocs theme.,38.0,38.0,2.0,https://pypi.org/project/mkdocs-nature,328.0,328.0,6,False,3.0,,,,,,,,
168,plotly charts,,plotly,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42,2023-07-25 22:26:30,18.0,7.0,1.0,1.0,1.0,,2.0,3.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-plotly-plugin,821.0,821.0,6,False,3.0,,,,,,,,
169,schema-reader,,schema_reader,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,1.0,3.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,526.0,526.0,6,False,3.0,,,,,,,,
170,thumbnails,,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],other,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18,2023-06-05 19:38:40,40.0,5.0,,2.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,275.0,275.0,6,False,3.0,,,,,,,,
171,mkdocs-codecheck,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,1.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,35.0,35.0,6,False,3.0,,,,,,,,
172,Entangled,,entangled,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-05-29 08:24:29,2023-05-29 08:24:29,24.0,10.0,,1.0,,,1.0,,,,3.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,,,,https://pypi.org/project/mkdocs-entangled-plugin,36.0,36.0,6,True,3.0,,,,,,,,
173,docSkimmer,docskimmer,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2018-10-11 17:51:01,2018-10-11 17:38:42,23.0,,,2.0,6.0,,10.0,16.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,False,3.0,,,,,,,,
174,Tweetable quotes,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,,2.0,,,1.0,14.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,2.0,2.0,,https://pypi.org/project/markdown-tweetable,30.0,30.0,5,False,3.0,tweetable.extension,,,,,,,
175,HEARTBEATS Flavored Markdown,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08,2018-03-01 07:33:55,18.0,,1.0,5.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,8.0,8.0,2.0,https://pypi.org/project/hbfm,177.0,177.0,5,False,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,
176,mkdocs-theme-topdf,topdf,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,9.0,,,,A mkdocs theme for create PDF and printing with paged.js.,2.0,2.0,,https://pypi.org/project/mkdocs-theme-topdf,22.0,22.0,5,False,3.0,,,,,,,,
177,markdownwavedrom,,markdownwavedrom,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,6.0,6.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,19.0,19.0,5,False,3.0,,,,,,,,
178,Moonstone,moonstone,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,5.0,,,,A documentation theme for mkdocs.,7.0,7.0,,https://pypi.org/project/mkdocs-moonstone,110.0,110.0,5,False,3.0,,,,,,,,
179,jinja2sandbox,,jinja2sandbox,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19,2019-03-20 23:06:18,3.0,,,3.0,,,,3.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,5,False,3.0,,,,,,,,
180,GitHub,github,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04,2020-02-25 09:12:44,9.0,,,2.0,,,,2.0,,,,Theme Mkdocs Like a Github. DEMO =.,7.0,7.0,,https://pypi.org/project/mkdocs-github,123.0,123.0,5,False,3.0,,,,,,,,
181,factsheet,,factsheet,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,,1.0,20.0,2.0,,1.0,2.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,5,False,3.0,,,,,,,,
182,markdown-figcap,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,3.0,3.0,,https://pypi.org/project/markdown-figcap,31.0,31.0,5,False,3.0,markdown_figcap,,,,,,,
183,codeyaml,,codeyaml,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50,2019-04-30 22:11:44,3.0,,1.0,3.0,,1.0,,,,,,Allows for more than one yaml config in mkdocs.,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,19.0,19.0,5,True,3.0,,,,,,,,
184,git-latest-release,,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,455.0,455.0,5,True,3.0,,,,,,,,
185,webcontext,,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2023-05-25 05:04:11,2023-05-25 05:04:11,5.0,1.0,1.0,1.0,1.0,,,,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,146.0,146.0,5,True,3.0,,,5.0,,,,,
186,no-sitemap,,no-sitemap,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],other,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,1.0,,,,,,,,Disable Mkdocs sitemap generation.,3.0,3.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,293.0,293.0,5,True,3.0,,,,,,,,
187,mkdocs-rtl,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07,2017-10-22 11:51:15,9.0,,5.0,2.0,2.0,1.0,1.0,23.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,False,3.0,,,,,,,,
188,awesome-list,,awesome-list,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,1.0,,,,4.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,False,3.0,,,,,,,,
189,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10,2020-01-15 10:13:44,17.0,,1.0,2.0,,,,2.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,492.0,492.0,4,False,3.0,,,,,,,,
190,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-05-28 15:46:16,2023-05-28 15:46:16,14.0,2.0,2.0,1.0,1.0,,,2.0,2023-01-30 06:37:25,1.0.3,2.0,A mkdocs plugin for excluding files based on frontmatter tags.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,60.0,60.0,4,False,3.0,,,,,,,,
191,mkdocs-title-casing-plugin,,title-casing,Rusty3141/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,GPL-3.0,2021-09-04 16:33:06,2021-09-05 10:33:50,2021-09-05 10:29:04,7.0,,,1.0,,,,1.0,2021-09-05 10:30:43,0.2.0,1.0,A lightweight mkdocs plugin to add title casing to all mkdocs pages and sections.,,,,https://pypi.org/project/mkdocs-title-casing-plugin,74.0,74.0,4,False,3.0,,,,,mattchristopher314/mkdocs-title-casing-plugin,,,
192,multiple,,multiple,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,https://github.com/experimaestro/mkdocs-multiple,https://github.com/experimaestro/mkdocs-multiple,GPL-3.0,2019-02-27 10:51:22,2019-11-22 09:07:18,2019-11-22 09:06:06,5.0,,,2.0,,1.0,,1.0,,,,Allows to merge mkdocs documentations dynamically.,,,,https://pypi.org/project/mkdocs-multiple,985.0,985.0,4,False,3.0,,,,,,,,
193,pico-8,,pico-8,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],other,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,2.0,,,,1.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,1.0,1.0,,https://pypi.org/project/pico8-mkdocs-plugin,78.0,78.0,4,False,3.0,,,,,,,,
194,blog,,blog,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,8.0,2.0,3.0,5.0,,15.0,,,,Blogging in mkdocs.,,,,,,,3,False,3.0,,,,,,,,
195,markdown-del-ins,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06,2020-01-09 10:44:59,10.0,,,1.0,,1.0,,11.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,331.0,331.0,3,False,3.0,markdown_del_ins,,,,,,,
